	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
17	Bacillales	Campylobacterales	0.0411637656704	53	37	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
18	Campylobacterales	Burkholderiales	0.200785300725	37	54	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
19	Burkholderiales	Campylobacterales	0.200785300725	54	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
20	Cardiobacteriales	Actinomycetales	0.556056698004	20	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
21	Actinomycetales	Cardiobacteriales	0.556056698004	44	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
22	Cardiobacteriales	Alteromonadales	0.118911954204	20	8	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
23	Alteromonadales	Cardiobacteriales	0.118911954204	8	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
24	Cardiobacteriales	Burkholderiales	0.296498925075	20	54	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
25	Burkholderiales	Cardiobacteriales	0.296498925075	54	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
26	Cardiobacteriales	Campylobacterales	0.530595387155	20	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
27	Campylobacterales	Cardiobacteriales	0.530595387155	37	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
28	Cellvibrionales	Bacillales	0.0690635095889	1	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
29	Bacillales	Cellvibrionales	0.0690635095889	53	1	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
30	Cellvibrionales	Burkholderiales	0.606834897813	1	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
31	Burkholderiales	Cellvibrionales	0.606834897813	54	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
32	Chlamydiales	Acholeplasmatales	0.0145896036511	8	3	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc
33	Acholeplasmatales	Chlamydiales	0.0145896036511	3	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc
34	Chlamydiales	Alteromonadales	0.100938987737	8	8	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc
35	Alteromonadales	Chlamydiales	0.100938987737	8	8	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc
36	Chlamydiales	Bacillales	0.323169761561	8	53	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc
37	Bacillales	Chlamydiales	0.323169761561	53	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc
38	Chlamydiales	Bifidobacteriales	0.697625667557	8	33	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc
39	Bifidobacteriales	Chlamydiales	0.697625667557	33	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc
40	Chroococcales	Bacillales	0.360635572264	1	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
41	Bacillales	Chroococcales	0.360635572264	53	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
42	Clostridiales	Acholeplasmatales	0.163081568417	58	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
43	Acholeplasmatales	Clostridiales	0.163081568417	3	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
44	Clostridiales	Acidaminococcales	0.197502860794	58	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
45	Acidaminococcales	Clostridiales	0.197502860794	7	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
46	Clostridiales	Bacteroidales	0.193359709248	58	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
47	Bacteroidales	Clostridiales	0.193359709248	60	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
48	Clostridiales	Chromatiales	0.0109473737991	58	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
49	Chromatiales	Clostridiales	0.0109473737991	1	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
50	Coriobacteriales	Actinomycetales	0.0142786005543	40	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
51	Actinomycetales	Coriobacteriales	0.0142786005543	44	40	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
52	Coriobacteriales	Bifidobacteriales	0.946698932269	40	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc
53	Bifidobacteriales	Coriobacteriales	0.946698932269	33	40	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc
54	Coriobacteriales	Campylobacterales	0.0836835173823	40	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
55	Campylobacterales	Coriobacteriales	0.0836835173823	37	40	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
56	Coriobacteriales	Chlamydiales	0.650438932163	40	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
57	Chlamydiales	Coriobacteriales	0.650438932163	8	40	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
58	Corynebacteriales	Actinomycetales	0.511728211321	43	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
59	Actinomycetales	Corynebacteriales	0.511728211321	44	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
60	Corynebacteriales	Burkholderiales	0.305881338714	43	54	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
61	Burkholderiales	Corynebacteriales	0.305881338714	54	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
62	Corynebacteriales	Campylobacterales	0.332357531117	43	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
63	Campylobacterales	Corynebacteriales	0.332357531117	37	43	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
64	Corynebacteriales	Cardiobacteriales	0.57281728129	43	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
65	Cardiobacteriales	Corynebacteriales	0.57281728129	20	43	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
66	Corynebacteriales	Chroococcales	0.217598748844	43	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
67	Chroococcales	Corynebacteriales	0.217598748844	1	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
68	Cytophagales	Alteromonadales	0.0279316721691	9	8	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
69	Alteromonadales	Cytophagales	0.0279316721691	8	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
70	Cytophagales	Bacillales	0.0570448195151	9	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
71	Bacillales	Cytophagales	0.0570448195151	53	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
72	Cytophagales	Chlamydiales	0.0433183818921	9	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
73	Chlamydiales	Cytophagales	0.0433183818921	8	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
74	Cytophagales	Chromatiales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
75	Chromatiales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
76	Desulfovibrionales	Acholeplasmatales	0.499206586472	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
77	Acholeplasmatales	Desulfovibrionales	0.499206586472	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
78	Desulfovibrionales	Acidaminococcales	0.615890557309	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
79	Acidaminococcales	Desulfovibrionales	0.615890557309	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
80	Desulfovibrionales	Bacteroidales	0.512403173932	13	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
81	Bacteroidales	Desulfovibrionales	0.512403173932	60	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
82	Desulfovibrionales	Clostridiales	0.299777132011	13	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
83	Clostridiales	Desulfovibrionales	0.299777132011	58	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
84	Eggerthellales	Acholeplasmatales	0.0861247488411	19	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
85	Acholeplasmatales	Eggerthellales	0.0861247488411	3	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
86	Eggerthellales	Acidaminococcales	0.197785618593	19	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
87	Acidaminococcales	Eggerthellales	0.197785618593	7	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
88	Eggerthellales	Bacteroidales	0.3398195216	19	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
89	Bacteroidales	Eggerthellales	0.3398195216	60	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
90	Eggerthellales	Clostridiales	0.522207680578	19	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
91	Clostridiales	Eggerthellales	0.522207680578	58	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
92	Eggerthellales	Desulfovibrionales	0.617775370386	19	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
93	Desulfovibrionales	Eggerthellales	0.617775370386	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
94	Enterobacteriales	Bacteroidales	0.135948792232	27	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
95	Bacteroidales	Enterobacteriales	0.135948792232	60	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
96	Enterobacteriales	Chroococcales	0.0685659462967	27	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
97	Chroococcales	Enterobacteriales	0.0685659462967	1	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
98	Enterobacteriales	Corynebacteriales	0.0182979483179	27	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
99	Corynebacteriales	Enterobacteriales	0.0182979483179	43	27	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
100	Enterobacteriales	Cytophagales	0.0422444204153	27	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
101	Cytophagales	Enterobacteriales	0.0422444204153	9	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
102	Enterobacteriales	Desulfovibrionales	0.0341521747352	27	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
103	Desulfovibrionales	Enterobacteriales	0.0341521747352	13	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
104	Enterobacteriales	Eggerthellales	0.0329015893639	27	19	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
105	Eggerthellales	Enterobacteriales	0.0329015893639	19	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
106	Erysipelotrichales	Acholeplasmatales	0.194677260394	41	3	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
107	Acholeplasmatales	Erysipelotrichales	0.194677260394	3	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
108	Erysipelotrichales	Bacteroidales	0.220488302285	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
109	Bacteroidales	Erysipelotrichales	0.220488302285	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
110	Erysipelotrichales	Campylobacterales	0.282978508254	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
111	Campylobacterales	Erysipelotrichales	0.282978508254	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
112	Erysipelotrichales	Clostridiales	0.181407698312	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
113	Clostridiales	Erysipelotrichales	0.181407698312	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
114	Erysipelotrichales	Coriobacteriales	0.0306501522583	41	40	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
115	Coriobacteriales	Erysipelotrichales	0.0306501522583	40	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
116	Erysipelotrichales	Eggerthellales	0.0869937965107	41	19	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
117	Eggerthellales	Erysipelotrichales	0.0869937965107	19	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
118	Flavobacteriales	Actinomycetales	0.537694497844	35	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
119	Actinomycetales	Flavobacteriales	0.537694497844	44	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
120	Flavobacteriales	Alteromonadales	0.244098172186	35	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
121	Alteromonadales	Flavobacteriales	0.244098172186	8	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
122	Flavobacteriales	Bacillales	0.0536674615591	35	53	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc
123	Bacillales	Flavobacteriales	0.0536674615591	53	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc
124	Flavobacteriales	Burkholderiales	0.422329440636	35	54	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
125	Burkholderiales	Flavobacteriales	0.422329440636	54	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
126	Flavobacteriales	Campylobacterales	0.454202194775	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
127	Campylobacterales	Flavobacteriales	0.454202194775	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
128	Flavobacteriales	Cardiobacteriales	0.727974903117	35	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
129	Cardiobacteriales	Flavobacteriales	0.727974903117	20	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
130	Flavobacteriales	Corynebacteriales	0.651181513274	35	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
131	Corynebacteriales	Flavobacteriales	0.651181513274	43	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
132	Fusobacteriales	Actinomycetales	0.383308949336	33	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
133	Actinomycetales	Fusobacteriales	0.383308949336	44	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
134	Fusobacteriales	Alteromonadales	0.193975868555	33	8	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
135	Alteromonadales	Fusobacteriales	0.193975868555	8	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
136	Fusobacteriales	Bacillales	0.145674177173	33	53	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc
137	Bacillales	Fusobacteriales	0.145674177173	53	33	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc
138	Fusobacteriales	Burkholderiales	0.197588275887	33	54	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
139	Burkholderiales	Fusobacteriales	0.197588275887	54	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
140	Fusobacteriales	Campylobacterales	0.507023910248	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
141	Campylobacterales	Fusobacteriales	0.507023910248	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
142	Fusobacteriales	Cardiobacteriales	0.260648532991	33	20	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
143	Cardiobacteriales	Fusobacteriales	0.260648532991	20	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
144	Fusobacteriales	Cellvibrionales	0.168205575703	33	1	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
145	Cellvibrionales	Fusobacteriales	0.168205575703	1	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
146	Fusobacteriales	Coriobacteriales	0.0393316706918	33	40	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
147	Coriobacteriales	Fusobacteriales	0.0393316706918	40	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
148	Fusobacteriales	Corynebacteriales	0.219053754272	33	43	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
149	Corynebacteriales	Fusobacteriales	0.219053754272	43	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
150	Fusobacteriales	Erysipelotrichales	0.260868574341	33	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
151	Erysipelotrichales	Fusobacteriales	0.260868574341	41	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
152	Fusobacteriales	Flavobacteriales	0.299817090782	33	35	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
153	Flavobacteriales	Fusobacteriales	0.299817090782	35	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
154	Geodermatophilales	Chromatiales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
155	Chromatiales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
156	Geodermatophilales	Clostridiales	0.0109473737991	1	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
157	Clostridiales	Geodermatophilales	0.0109473737991	58	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
158	Geodermatophilales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
159	Cytophagales	Geodermatophilales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
160	Hydrogenophilales	Chromatiales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
161	Chromatiales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
162	Hydrogenophilales	Clostridiales	0.0109473737991	1	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
163	Clostridiales	Hydrogenophilales	0.0109473737991	58	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
164	Hydrogenophilales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
165	Cytophagales	Hydrogenophilales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
166	Hydrogenophilales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
167	Geodermatophilales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
168	Lactobacillales	Caulobacterales	0.374272256141	61	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc
169	Caulobacterales	Lactobacillales	0.374272256141	2	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc
170	Micrococcales	Actinomycetales	0.389564283063	42	44	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
171	Actinomycetales	Micrococcales	0.389564283063	44	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
172	Micrococcales	Alteromonadales	0.146902408318	42	8	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
173	Alteromonadales	Micrococcales	0.146902408318	8	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
174	Micrococcales	Bacillales	0.160906482583	42	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
175	Bacillales	Micrococcales	0.160906482583	53	42	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
176	Micrococcales	Burkholderiales	0.230303480649	42	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
177	Burkholderiales	Micrococcales	0.230303480649	54	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
178	Micrococcales	Campylobacterales	0.124500860453	42	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
179	Campylobacterales	Micrococcales	0.124500860453	37	42	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
180	Micrococcales	Cardiobacteriales	0.0835050019512	42	20	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
181	Cardiobacteriales	Micrococcales	0.0835050019512	20	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
182	Micrococcales	Cellvibrionales	0.300599777684	42	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
183	Cellvibrionales	Micrococcales	0.300599777684	1	42	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
184	Micrococcales	Corynebacteriales	0.19828043252	42	43	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
185	Corynebacteriales	Micrococcales	0.19828043252	43	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
186	Micrococcales	Flavobacteriales	0.173738706284	42	35	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
187	Flavobacteriales	Micrococcales	0.173738706284	35	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
188	Micrococcales	Fusobacteriales	0.192835516428	42	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
189	Fusobacteriales	Micrococcales	0.192835516428	33	42	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
190	Mycoplasmatales	Actinomycetales	0.34793449541	17	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
191	Actinomycetales	Mycoplasmatales	0.34793449541	44	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
192	Mycoplasmatales	Alteromonadales	0.0804697633343	17	8	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
193	Alteromonadales	Mycoplasmatales	0.0804697633343	8	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
194	Mycoplasmatales	Burkholderiales	0.0182266913446	17	54	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
195	Burkholderiales	Mycoplasmatales	0.0182266913446	54	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
196	Mycoplasmatales	Campylobacterales	0.345178312807	17	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
197	Campylobacterales	Mycoplasmatales	0.345178312807	37	17	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
198	Mycoplasmatales	Cardiobacteriales	0.377431650881	17	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
199	Cardiobacteriales	Mycoplasmatales	0.377431650881	20	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
200	Mycoplasmatales	Corynebacteriales	0.087355395885	17	43	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
