	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
19	Atopobiaceae	Bifidobacteriaceae	0.946413440377	24	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc
20	Bradyrhizobiaceae	Actinomycetaceae	0.0408191748452	5	44	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc
21	Actinomycetaceae	Bradyrhizobiaceae	0.0408191748452	44	5	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc
22	Bradyrhizobiaceae	Alcaligenaceae	0.801628352869	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
23	Alcaligenaceae	Bradyrhizobiaceae	0.801628352869	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
24	Bradyrhizobiaceae	Aurantimonadaceae	0.0580786194833	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
25	Aurantimonadaceae	Bradyrhizobiaceae	0.0580786194833	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
26	Bradyrhizobiaceae	Bacillaceae	0.535173371612	5	22	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
27	Bacillaceae	Bradyrhizobiaceae	0.535173371612	22	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
28	Brevibacteriaceae	Aerococcaceae	0.920079614682	1	33	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
29	Aerococcaceae	Brevibacteriaceae	0.920079614682	33	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
30	Burkholderiaceae	Actinomycetaceae	0.269503510635	37	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
31	Actinomycetaceae	Burkholderiaceae	0.269503510635	44	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
32	Burkholderiaceae	Aerococcaceae	0.0977908302278	37	33	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
33	Aerococcaceae	Burkholderiaceae	0.0977908302278	33	37	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
34	Campylobacteraceae	Actinomycetaceae	0.667912990799	37	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
35	Actinomycetaceae	Campylobacteraceae	0.667912990799	44	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
36	Campylobacteraceae	Atopobiaceae	0.101265170561	37	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
37	Atopobiaceae	Campylobacteraceae	0.101265170561	24	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
38	Campylobacteraceae	Burkholderiaceae	0.28149124853	37	37	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
39	Burkholderiaceae	Campylobacteraceae	0.28149124853	37	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
40	Cardiobacteriaceae	Actinomycetaceae	0.550336270795	20	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
41	Actinomycetaceae	Cardiobacteriaceae	0.550336270795	44	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
42	Cardiobacteriaceae	Burkholderiaceae	0.335350229855	20	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
43	Burkholderiaceae	Cardiobacteriaceae	0.335350229855	37	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
44	Cardiobacteriaceae	Campylobacteraceae	0.520304945199	20	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
45	Campylobacteraceae	Cardiobacteriaceae	0.520304945199	37	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
46	Catabacteriaceae	Acidaminococcaceae	0.1300340368	1	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
47	Acidaminococcaceae	Catabacteriaceae	0.1300340368	7	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
48	Caulobacteraceae	Bradyrhizobiaceae	0.176394476768	2	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
49	Bradyrhizobiaceae	Caulobacteraceae	0.176394476768	5	2	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
50	Caulobacteraceae	Carnobacteriaceae	0.452027561932	2	36	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
51	Carnobacteriaceae	Caulobacteraceae	0.452027561932	36	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
52	Cellulomonadaceae	Acholeplasmataceae	0.110377424902	6	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
53	Acholeplasmataceae	Cellulomonadaceae	0.110377424902	3	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
54	Cellulomonadaceae	Akkermansiaceae	0.962131742558	6	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
55	Akkermansiaceae	Cellulomonadaceae	0.962131742558	21	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
56	Cellulomonadaceae	Bacteroidaceae	0.0587669970464	6	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
57	Bacteroidaceae	Cellulomonadaceae	0.0587669970464	47	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
58	Cellvibrionaceae	Aerococcaceae	0.0749419890228	1	33	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
59	Aerococcaceae	Cellvibrionaceae	0.0749419890228	33	1	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
60	Cellvibrionaceae	Burkholderiaceae	0.705592179129	1	37	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
61	Burkholderiaceae	Cellvibrionaceae	0.705592179129	37	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
62	Chlamydiaceae	Acholeplasmataceae	0.0190656010565	8	3	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc
63	Acholeplasmataceae	Chlamydiaceae	0.0190656010565	3	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc
64	Chlamydiaceae	Atopobiaceae	0.663975285373	8	24	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
65	Atopobiaceae	Chlamydiaceae	0.663975285373	24	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
66	Chlamydiaceae	Bifidobacteriaceae	0.704488276765	8	33	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc
67	Bifidobacteriaceae	Chlamydiaceae	0.704488276765	33	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc
68	Chromatiaceae	Alcaligenaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
69	Alcaligenaceae	Chromatiaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
70	Chromatiaceae	Bacillaceae	0.633402885669	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
71	Bacillaceae	Chromatiaceae	0.633402885669	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
72	Chromatiaceae	Bradyrhizobiaceae	0.801628352869	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
73	Bradyrhizobiaceae	Chromatiaceae	0.801628352869	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
74	Chromobacteriaceae	Aurantimonadaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
75	Aurantimonadaceae	Chromobacteriaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
76	Chromobacteriaceae	Bacillaceae	0.419935614808	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
77	Bacillaceae	Chromobacteriaceae	0.419935614808	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
78	Chromobacteriaceae	Bradyrhizobiaceae	0.0580786194833	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
79	Bradyrhizobiaceae	Chromobacteriaceae	0.0580786194833	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
80	Clostridiaceae	Acidaminococcaceae	0.167055598067	33	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
81	Acidaminococcaceae	Clostridiaceae	0.167055598067	7	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
82	Clostridiaceae	Akkermansiaceae	0.0915725642286	33	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
83	Akkermansiaceae	Clostridiaceae	0.0915725642286	21	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
84	Clostridiaceae	Bacteroidaceae	0.0838094159932	33	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
85	Bacteroidaceae	Clostridiaceae	0.0838094159932	47	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
86	Clostridiaceae	Catabacteriaceae	0.974120503702	33	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
87	Catabacteriaceae	Clostridiaceae	0.974120503702	1	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
88	Clostridiaceae	Cellulomonadaceae	0.0733976507425	33	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
89	Cellulomonadaceae	Clostridiaceae	0.0733976507425	6	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
90	Clostridiales Family XIII. Incertae Sedis	Actinomycetaceae	0.239874469895	27	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
91	Actinomycetaceae	Clostridiales Family XIII. Incertae Sedis	0.239874469895	44	27	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
92	Clostridiales Family XIII. Incertae Sedis	Alteromonadaceae	0.0770082293062	27	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
93	Alteromonadaceae	Clostridiales Family XIII. Incertae Sedis	0.0770082293062	1	27	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
94	Clostridiales Family XIII. Incertae Sedis	Atopobiaceae	0.0736481523667	27	24	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
95	Atopobiaceae	Clostridiales Family XIII. Incertae Sedis	0.0736481523667	24	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
96	Clostridiales Family XIII. Incertae Sedis	Bradyrhizobiaceae	0.146134710946	27	5	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
97	Bradyrhizobiaceae	Clostridiales Family XIII. Incertae Sedis	0.146134710946	5	27	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
98	Clostridiales Family XIII. Incertae Sedis	Campylobacteraceae	0.382162075941	27	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
99	Campylobacteraceae	Clostridiales Family XIII. Incertae Sedis	0.382162075941	37	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
100	Comamonadaceae	Actinomycetaceae	0.282549032252	25	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
101	Actinomycetaceae	Comamonadaceae	0.282549032252	44	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
102	Comamonadaceae	Aerococcaceae	0.0713895265991	25	33	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
103	Aerococcaceae	Comamonadaceae	0.0713895265991	33	25	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
104	Comamonadaceae	Alcaligenaceae	0.351780565527	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
105	Alcaligenaceae	Comamonadaceae	0.351780565527	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
106	Comamonadaceae	Bacillaceae	0.333889274488	25	22	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
107	Bacillaceae	Comamonadaceae	0.333889274488	22	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
108	Comamonadaceae	Bradyrhizobiaceae	0.267116902989	25	5	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
109	Bradyrhizobiaceae	Comamonadaceae	0.267116902989	5	25	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
110	Comamonadaceae	Burkholderiaceae	0.413180977795	25	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
111	Burkholderiaceae	Comamonadaceae	0.413180977795	37	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
112	Comamonadaceae	Campylobacteraceae	0.286797627787	25	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
113	Campylobacteraceae	Comamonadaceae	0.286797627787	37	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
114	Comamonadaceae	Cardiobacteriaceae	0.471205153224	25	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
115	Cardiobacteriaceae	Comamonadaceae	0.471205153224	20	25	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
116	Comamonadaceae	Chromatiaceae	0.351780565527	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
117	Chromatiaceae	Comamonadaceae	0.351780565527	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
118	Coriobacteriaceae	Acholeplasmataceae	0.0310926495252	17	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
119	Acholeplasmataceae	Coriobacteriaceae	0.0310926495252	3	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
120	Coriobacteriaceae	Acidaminococcaceae	0.193782932217	17	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
121	Acidaminococcaceae	Coriobacteriaceae	0.193782932217	7	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
122	Coriobacteriaceae	Akkermansiaceae	0.408545144125	17	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
123	Akkermansiaceae	Coriobacteriaceae	0.408545144125	21	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
124	Coriobacteriaceae	Bacteroidaceae	0.33570873193	17	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
125	Bacteroidaceae	Coriobacteriaceae	0.33570873193	47	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
126	Coriobacteriaceae	Catabacteriaceae	0.307510769337	17	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
127	Catabacteriaceae	Coriobacteriaceae	0.307510769337	1	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
128	Coriobacteriaceae	Cellulomonadaceae	0.393415026355	17	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
129	Cellulomonadaceae	Coriobacteriaceae	0.393415026355	6	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
130	Coriobacteriaceae	Clostridiaceae	0.468786193936	17	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
131	Clostridiaceae	Coriobacteriaceae	0.468786193936	33	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
132	Corynebacteriaceae	Actinomycetaceae	0.527136775685	39	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
133	Actinomycetaceae	Corynebacteriaceae	0.527136775685	44	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
134	Corynebacteriaceae	Aurantimonadaceae	0.158685505021	39	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
135	Aurantimonadaceae	Corynebacteriaceae	0.158685505021	1	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
136	Corynebacteriaceae	Bacillaceae	0.133768758488	39	22	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
137	Bacillaceae	Corynebacteriaceae	0.133768758488	22	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
138	Corynebacteriaceae	Burkholderiaceae	0.37654106499	39	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
139	Burkholderiaceae	Corynebacteriaceae	0.37654106499	37	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
140	Corynebacteriaceae	Campylobacteraceae	0.337675923541	39	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
141	Campylobacteraceae	Corynebacteriaceae	0.337675923541	37	39	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
142	Corynebacteriaceae	Cardiobacteriaceae	0.589578929331	39	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
143	Cardiobacteriaceae	Corynebacteriaceae	0.589578929331	20	39	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
144	Corynebacteriaceae	Chromobacteriaceae	0.158685505021	39	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
145	Chromobacteriaceae	Corynebacteriaceae	0.158685505021	1	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
146	Corynebacteriaceae	Comamonadaceae	0.463086663079	39	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
147	Comamonadaceae	Corynebacteriaceae	0.463086663079	25	39	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
148	Cyclobacteriaceae	Chlamydiaceae	0.160281455987	2	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
149	Chlamydiaceae	Cyclobacteriaceae	0.160281455987	8	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
150	Cytophagaceae	Akkermansiaceae	0.0499805774226	8	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
151	Akkermansiaceae	Cytophagaceae	0.0499805774226	21	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
152	Cytophagaceae	Alcaligenaceae	0.987481377842	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
153	Alcaligenaceae	Cytophagaceae	0.987481377842	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
154	Cytophagaceae	Bacillaceae	0.618450602723	8	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
155	Bacillaceae	Cytophagaceae	0.618450602723	22	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
156	Cytophagaceae	Bradyrhizobiaceae	0.78487791209	8	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
157	Bradyrhizobiaceae	Cytophagaceae	0.78487791209	5	8	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
158	Cytophagaceae	Cellulomonadaceae	0.0141089603414	8	6	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
159	Cellulomonadaceae	Cytophagaceae	0.0141089603414	6	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
160	Cytophagaceae	Chlamydiaceae	0.0152941641653	8	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
161	Chlamydiaceae	Cytophagaceae	0.0152941641653	8	8	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
162	Cytophagaceae	Chromatiaceae	0.987481377842	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
163	Chromatiaceae	Cytophagaceae	0.987481377842	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
164	Cytophagaceae	Comamonadaceae	0.327501823465	8	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
165	Comamonadaceae	Cytophagaceae	0.327501823465	25	8	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
166	Cytophagaceae	Cyclobacteriaceae	0.0802429376032	8	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
167	Cyclobacteriaceae	Cytophagaceae	0.0802429376032	2	8	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
168	Dermabacteraceae	Bradyrhizobiaceae	0.276769717538	1	5	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc
169	Bradyrhizobiaceae	Dermabacteraceae	0.276769717538	5	1	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc
170	Dermabacteraceae	Caulobacteraceae	0.701189465599	1	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
171	Caulobacteraceae	Dermabacteraceae	0.701189465599	2	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
172	Dermabacteraceae	Clostridiaceae	0.0166867948854	1	33	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
173	Clostridiaceae	Dermabacteraceae	0.0166867948854	33	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
174	Dermacoccaceae	Actinomycetaceae	0.42746658087	12	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
175	Actinomycetaceae	Dermacoccaceae	0.42746658087	44	12	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
176	Dermacoccaceae	Aerococcaceae	0.0161379061249	12	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc
177	Aerococcaceae	Dermacoccaceae	0.0161379061249	33	12	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc
178	Dermacoccaceae	Alteromonadaceae	0.092983737521	12	1	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
179	Alteromonadaceae	Dermacoccaceae	0.092983737521	1	12	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
180	Dermacoccaceae	Atopobiaceae	0.16342985085	12	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
181	Atopobiaceae	Dermacoccaceae	0.16342985085	24	12	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
182	Dermacoccaceae	Bradyrhizobiaceae	0.132726971317	12	5	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
183	Bradyrhizobiaceae	Dermacoccaceae	0.132726971317	5	12	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
184	Dermacoccaceae	Campylobacteraceae	0.431547135906	12	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
185	Campylobacteraceae	Dermacoccaceae	0.431547135906	37	12	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
186	Dermacoccaceae	Cellulomonadaceae	0.0446063781707	12	6	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
187	Cellulomonadaceae	Dermacoccaceae	0.0446063781707	6	12	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
188	Dermacoccaceae	Clostridiales Family XIII. Incertae Sedis	0.44670029773	12	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
189	Clostridiales Family XIII. Incertae Sedis	Dermacoccaceae	0.44670029773	27	12	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
190	Dermacoccaceae	Corynebacteriaceae	0.0368649855468	12	39	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
191	Corynebacteriaceae	Dermacoccaceae	0.0368649855468	39	12	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
192	Desulfovibrionaceae	Acholeplasmataceae	0.499206586472	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
