	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
57	Bacilli	Cytophagia	2.0	61	9	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc
58	Cytophagia	Bacteroidia	3.0	9	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
59	Bacteroidia	Cytophagia	3.0	60	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
60	Cytophagia	Betaproteobacteria	3.0	9	56	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
61	Betaproteobacteria	Cytophagia	3.0	56	9	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
62	Cytophagia	Clostridia	3.0	9	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
63	Clostridia	Cytophagia	3.0	58	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
64	Cytophagia	Coriobacteriia	1.0	9	41	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
65	Coriobacteriia	Cytophagia	1.0	41	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
66	Deltaproteobacteria	Alphaproteobacteria	1.0	13	34	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
67	Alphaproteobacteria	Deltaproteobacteria	1.0	34	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
68	Deltaproteobacteria	Bacteroidia	3.0	13	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
69	Bacteroidia	Deltaproteobacteria	3.0	60	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
70	Deltaproteobacteria	Chlamydiia	1.0	13	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc
71	Chlamydiia	Deltaproteobacteria	1.0	8	13	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc
72	Deltaproteobacteria	Clostridia	2.0	13	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
73	Clostridia	Deltaproteobacteria	2.0	58	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
74	Deltaproteobacteria	Cytophagia	1.0	13	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
75	Cytophagia	Deltaproteobacteria	1.0	9	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
76	Epsilonproteobacteria	Actinobacteria	13.0	37	61	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
77	Actinobacteria	Epsilonproteobacteria	13.0	61	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
78	Epsilonproteobacteria	Alphaproteobacteria	3.0	37	34	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
79	Alphaproteobacteria	Epsilonproteobacteria	3.0	34	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
80	Epsilonproteobacteria	Bacilli	6.0	37	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc
81	Bacilli	Epsilonproteobacteria	6.0	61	37	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc
82	Epsilonproteobacteria	Bacteroidia	10.0	37	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
83	Bacteroidia	Epsilonproteobacteria	10.0	60	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
84	Epsilonproteobacteria	Betaproteobacteria	8.0	37	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
85	Betaproteobacteria	Epsilonproteobacteria	8.0	56	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
86	Epsilonproteobacteria	Chlamydiia	1.0	37	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
87	Chlamydiia	Epsilonproteobacteria	1.0	8	37	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
88	Epsilonproteobacteria	Clostridia	1.0	37	58	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
89	Clostridia	Epsilonproteobacteria	1.0	58	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
90	Epsilonproteobacteria	Coriobacteriia	1.0	37	41	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
91	Coriobacteriia	Epsilonproteobacteria	1.0	41	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
92	Epsilonproteobacteria	Cytophagia	2.0	37	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
93	Cytophagia	Epsilonproteobacteria	2.0	9	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
94	Erysipelotrichia	Actinobacteria	4.0	41	61	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc
95	Actinobacteria	Erysipelotrichia	4.0	61	41	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc
96	Erysipelotrichia	Alphaproteobacteria	1.0	41	34	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
97	Alphaproteobacteria	Erysipelotrichia	1.0	34	41	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
98	Erysipelotrichia	Bacilli	6.0	41	61	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc
99	Bacilli	Erysipelotrichia	6.0	61	41	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc
100	Erysipelotrichia	Bacteroidia	5.0	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
101	Bacteroidia	Erysipelotrichia	5.0	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
102	Erysipelotrichia	Clostridia	6.0	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
103	Clostridia	Erysipelotrichia	6.0	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
104	Erysipelotrichia	Coriobacteriia	5.0	41	41	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
105	Coriobacteriia	Erysipelotrichia	5.0	41	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
106	Erysipelotrichia	Deltaproteobacteria	1.0	41	13	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
107	Deltaproteobacteria	Erysipelotrichia	1.0	13	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
108	Erysipelotrichia	Epsilonproteobacteria	2.0	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
109	Epsilonproteobacteria	Erysipelotrichia	2.0	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
110	Flavobacteriia	Actinobacteria	6.0	35	61	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
111	Actinobacteria	Flavobacteriia	6.0	61	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
112	Flavobacteriia	Alphaproteobacteria	1.0	35	34	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
113	Alphaproteobacteria	Flavobacteriia	1.0	34	35	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
114	Flavobacteriia	Bacilli	3.0	35	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc
115	Bacilli	Flavobacteriia	3.0	61	35	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc
116	Flavobacteriia	Bacteroidia	4.0	35	60	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
117	Bacteroidia	Flavobacteriia	4.0	60	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
118	Flavobacteriia	Betaproteobacteria	3.0	35	56	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc
119	Betaproteobacteria	Flavobacteriia	3.0	56	35	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc
120	Flavobacteriia	Chlamydiia	1.0	35	8	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc
121	Chlamydiia	Flavobacteriia	1.0	8	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc
122	Flavobacteriia	Clostridia	1.0	35	58	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
123	Clostridia	Flavobacteriia	1.0	58	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
124	Flavobacteriia	Coriobacteriia	1.0	35	41	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
125	Coriobacteriia	Flavobacteriia	1.0	41	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
126	Flavobacteriia	Cytophagia	3.0	35	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
127	Cytophagia	Flavobacteriia	3.0	9	35	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
128	Flavobacteriia	Epsilonproteobacteria	7.0	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
129	Epsilonproteobacteria	Flavobacteriia	7.0	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
130	Fusobacteriia	Actinobacteria	7.0	33	61	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
131	Actinobacteria	Fusobacteriia	7.0	61	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
132	Fusobacteriia	Alphaproteobacteria	3.0	33	34	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
133	Alphaproteobacteria	Fusobacteriia	3.0	34	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
134	Fusobacteriia	Bacilli	6.0	33	61	Tongue_dorsum	Mid_vagina	Intertype	#ff0000	#18cde4	#cccccc
135	Bacilli	Fusobacteriia	6.0	61	33	Mid_vagina	Tongue_dorsum	Intertype	#18cde4	#ff0000	#cccccc
136	Fusobacteriia	Bacteroidia	7.0	33	60	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
137	Bacteroidia	Fusobacteriia	7.0	60	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
138	Fusobacteriia	Betaproteobacteria	7.0	33	56	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
139	Betaproteobacteria	Fusobacteriia	7.0	56	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
140	Fusobacteriia	Clostridia	3.0	33	58	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
141	Clostridia	Fusobacteriia	3.0	58	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
142	Fusobacteriia	Coriobacteriia	3.0	33	41	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
143	Coriobacteriia	Fusobacteriia	3.0	41	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
144	Fusobacteriia	Cytophagia	1.0	33	9	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
145	Cytophagia	Fusobacteriia	1.0	9	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
146	Fusobacteriia	Epsilonproteobacteria	11.0	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
147	Epsilonproteobacteria	Fusobacteriia	11.0	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
148	Fusobacteriia	Erysipelotrichia	2.0	33	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
149	Erysipelotrichia	Fusobacteriia	2.0	41	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
150	Fusobacteriia	Flavobacteriia	4.0	33	35	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
151	Flavobacteriia	Fusobacteriia	4.0	35	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
152	Gammaproteobacteria	Actinobacteria	7.0	57	61	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
153	Actinobacteria	Gammaproteobacteria	7.0	61	57	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
154	Gammaproteobacteria	Alphaproteobacteria	2.0	57	34	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
155	Alphaproteobacteria	Gammaproteobacteria	2.0	34	57	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
156	Gammaproteobacteria	Bacilli	7.0	57	61	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc
157	Bacilli	Gammaproteobacteria	7.0	61	57	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc
158	Gammaproteobacteria	Bacteroidia	6.0	57	60	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
159	Bacteroidia	Gammaproteobacteria	6.0	60	57	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
160	Gammaproteobacteria	Betaproteobacteria	4.0	57	56	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
161	Betaproteobacteria	Gammaproteobacteria	4.0	56	57	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
162	Gammaproteobacteria	Clostridia	5.0	57	58	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
163	Clostridia	Gammaproteobacteria	5.0	58	57	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
164	Gammaproteobacteria	Coriobacteriia	2.0	57	41	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
165	Coriobacteriia	Gammaproteobacteria	2.0	41	57	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
166	Gammaproteobacteria	Cytophagia	3.0	57	9	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
167	Cytophagia	Gammaproteobacteria	3.0	9	57	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
168	Gammaproteobacteria	Deltaproteobacteria	1.0	57	13	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
169	Deltaproteobacteria	Gammaproteobacteria	1.0	13	57	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
170	Gammaproteobacteria	Epsilonproteobacteria	3.0	57	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
171	Epsilonproteobacteria	Gammaproteobacteria	3.0	37	57	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
172	Gammaproteobacteria	Erysipelotrichia	3.0	57	41	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
173	Erysipelotrichia	Gammaproteobacteria	3.0	41	57	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
174	Gammaproteobacteria	Flavobacteriia	2.0	57	35	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
175	Flavobacteriia	Gammaproteobacteria	2.0	35	57	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
176	Gammaproteobacteria	Fusobacteriia	4.0	57	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
177	Fusobacteriia	Gammaproteobacteria	4.0	33	57	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
178	Mollicutes	Actinobacteria	6.0	21	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
179	Actinobacteria	Mollicutes	6.0	61	21	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
180	Mollicutes	Alphaproteobacteria	1.0	21	34	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
181	Alphaproteobacteria	Mollicutes	1.0	34	21	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
182	Mollicutes	Bacilli	4.0	21	61	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc
183	Bacilli	Mollicutes	4.0	61	21	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc
184	Mollicutes	Bacteroidia	4.0	21	60	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
185	Bacteroidia	Mollicutes	4.0	60	21	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
186	Mollicutes	Betaproteobacteria	2.0	21	56	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
187	Betaproteobacteria	Mollicutes	2.0	56	21	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
188	Mollicutes	Chlamydiia	1.0	21	8	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc
189	Chlamydiia	Mollicutes	1.0	8	21	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc
190	Mollicutes	Clostridia	7.0	21	58	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
191	Clostridia	Mollicutes	7.0	58	21	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
192	Mollicutes	Coriobacteriia	5.0	21	41	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
193	Coriobacteriia	Mollicutes	5.0	41	21	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
194	Mollicutes	Deltaproteobacteria	1.0	21	13	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
195	Deltaproteobacteria	Mollicutes	1.0	13	21	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
196	Mollicutes	Epsilonproteobacteria	3.0	21	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
197	Epsilonproteobacteria	Mollicutes	3.0	37	21	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
198	Mollicutes	Erysipelotrichia	4.0	21	41	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
199	Erysipelotrichia	Mollicutes	4.0	41	21	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
200	Mollicutes	Flavobacteriia	1.0	21	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
201	Flavobacteriia	Mollicutes	1.0	35	21	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
202	Mollicutes	Fusobacteriia	4.0	21	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
203	Fusobacteriia	Mollicutes	4.0	33	21	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
204	Mollicutes	Gammaproteobacteria	4.0	21	57	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
205	Gammaproteobacteria	Mollicutes	4.0	57	21	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
206	Negativicutes	Actinobacteria	4.0	56	61	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
207	Actinobacteria	Negativicutes	4.0	61	56	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
208	Negativicutes	Alphaproteobacteria	3.0	56	34	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
209	Alphaproteobacteria	Negativicutes	3.0	34	56	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
210	Negativicutes	Bacilli	8.0	56	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc
211	Bacilli	Negativicutes	8.0	61	56	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc
212	Negativicutes	Bacteroidia	8.0	56	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
213	Bacteroidia	Negativicutes	8.0	60	56	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
214	Negativicutes	Betaproteobacteria	10.0	56	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
