	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
22	Brevibacteriaceae	Aerococcaceae	1.0	1	33	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
23	Aerococcaceae	Brevibacteriaceae	1.0	33	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
24	Burkholderiaceae	Aerococcaceae	1.0	37	33	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
25	Aerococcaceae	Burkholderiaceae	1.0	33	37	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
26	Campylobacteraceae	Actinomycetaceae	8.0	37	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
27	Actinomycetaceae	Campylobacteraceae	8.0	44	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
28	Campylobacteraceae	Aerococcaceae	2.0	37	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc
29	Aerococcaceae	Campylobacteraceae	2.0	33	37	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc
30	Campylobacteraceae	Atopobiaceae	1.0	37	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
31	Atopobiaceae	Campylobacteraceae	1.0	24	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
32	Campylobacteraceae	Burkholderiaceae	3.0	37	37	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
33	Burkholderiaceae	Campylobacteraceae	3.0	37	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
34	Cardiobacteriaceae	Actinomycetaceae	2.0	20	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
35	Actinomycetaceae	Cardiobacteriaceae	2.0	44	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
36	Cardiobacteriaceae	Aerococcaceae	1.0	20	33	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
37	Aerococcaceae	Cardiobacteriaceae	1.0	33	20	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
38	Cardiobacteriaceae	Burkholderiaceae	4.0	20	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
39	Burkholderiaceae	Cardiobacteriaceae	4.0	37	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
40	Cardiobacteriaceae	Campylobacteraceae	3.0	20	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
41	Campylobacteraceae	Cardiobacteriaceae	3.0	37	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
42	Carnobacteriaceae	Campylobacteraceae	2.0	36	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
43	Campylobacteraceae	Carnobacteriaceae	2.0	37	36	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
44	Caulobacteraceae	Carnobacteriaceae	1.0	2	36	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
45	Carnobacteriaceae	Caulobacteraceae	1.0	36	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
46	Cellulomonadaceae	Actinomycetaceae	1.0	6	44	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
47	Actinomycetaceae	Cellulomonadaceae	1.0	44	6	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
48	Cellulomonadaceae	Aerococcaceae	1.0	6	33	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
49	Aerococcaceae	Cellulomonadaceae	1.0	33	6	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
50	Cellulomonadaceae	Akkermansiaceae	2.0	6	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
51	Akkermansiaceae	Cellulomonadaceae	2.0	21	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
52	Cellulomonadaceae	Atopobiaceae	2.0	6	24	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
53	Atopobiaceae	Cellulomonadaceae	2.0	24	6	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
54	Cellulomonadaceae	Bacteroidaceae	1.0	6	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
55	Bacteroidaceae	Cellulomonadaceae	1.0	47	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
56	Cellulomonadaceae	Burkholderiaceae	1.0	6	37	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
57	Burkholderiaceae	Cellulomonadaceae	1.0	37	6	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
58	Cellulomonadaceae	Campylobacteraceae	2.0	6	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
59	Campylobacteraceae	Cellulomonadaceae	2.0	37	6	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
60	Cellulomonadaceae	Cardiobacteriaceae	1.0	6	20	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
61	Cardiobacteriaceae	Cellulomonadaceae	1.0	20	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
62	Cellvibrionaceae	Burkholderiaceae	1.0	1	37	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
63	Burkholderiaceae	Cellvibrionaceae	1.0	37	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
64	Chlamydiaceae	Actinomycetaceae	1.0	8	44	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc
65	Actinomycetaceae	Chlamydiaceae	1.0	44	8	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc
66	Chlamydiaceae	Aerococcaceae	1.0	8	33	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc
67	Aerococcaceae	Chlamydiaceae	1.0	33	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc
68	Chlamydiaceae	Atopobiaceae	1.0	8	24	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
69	Atopobiaceae	Chlamydiaceae	1.0	24	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
70	Chlamydiaceae	Bifidobacteriaceae	1.0	8	33	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc
71	Bifidobacteriaceae	Chlamydiaceae	1.0	33	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc
72	Chlamydiaceae	Campylobacteraceae	1.0	8	37	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
73	Campylobacteraceae	Chlamydiaceae	1.0	37	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
74	Chromatiaceae	Alcaligenaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
75	Alcaligenaceae	Chromatiaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
76	Chromatiaceae	Bacillaceae	1.0	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
77	Bacillaceae	Chromatiaceae	1.0	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
78	Chromatiaceae	Bradyrhizobiaceae	1.0	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
79	Bradyrhizobiaceae	Chromatiaceae	1.0	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
80	Chromobacteriaceae	Aurantimonadaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
81	Aurantimonadaceae	Chromobacteriaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
82	Clostridiaceae	Acidaminococcaceae	1.0	33	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
83	Acidaminococcaceae	Clostridiaceae	1.0	7	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
84	Clostridiaceae	Bacteroidaceae	2.0	33	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
85	Bacteroidaceae	Clostridiaceae	2.0	47	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
86	Clostridiaceae	Catabacteriaceae	1.0	33	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
87	Catabacteriaceae	Clostridiaceae	1.0	1	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
88	Clostridiales Family XIII. Incertae Sedis	Actinomycetaceae	6.0	27	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
89	Actinomycetaceae	Clostridiales Family XIII. Incertae Sedis	6.0	44	27	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
90	Clostridiales Family XIII. Incertae Sedis	Aerococcaceae	1.0	27	33	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
91	Aerococcaceae	Clostridiales Family XIII. Incertae Sedis	1.0	33	27	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
92	Clostridiales Family XIII. Incertae Sedis	Atopobiaceae	4.0	27	24	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
93	Atopobiaceae	Clostridiales Family XIII. Incertae Sedis	4.0	24	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
94	Clostridiales Family XIII. Incertae Sedis	Bacillaceae	1.0	27	22	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
95	Bacillaceae	Clostridiales Family XIII. Incertae Sedis	1.0	22	27	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
96	Clostridiales Family XIII. Incertae Sedis	Campylobacteraceae	2.0	27	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
97	Campylobacteraceae	Clostridiales Family XIII. Incertae Sedis	2.0	37	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
98	Clostridiales Family XIII. Incertae Sedis	Cellulomonadaceae	1.0	27	6	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
99	Cellulomonadaceae	Clostridiales Family XIII. Incertae Sedis	1.0	6	27	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
100	Clostridiales Family XIII. Incertae Sedis	Chlamydiaceae	1.0	27	8	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc
101	Chlamydiaceae	Clostridiales Family XIII. Incertae Sedis	1.0	8	27	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc
102	Comamonadaceae	Actinomycetaceae	2.0	25	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
103	Actinomycetaceae	Comamonadaceae	2.0	44	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
104	Comamonadaceae	Aerococcaceae	1.0	25	33	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
105	Aerococcaceae	Comamonadaceae	1.0	33	25	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
106	Comamonadaceae	Alcaligenaceae	1.0	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
107	Alcaligenaceae	Comamonadaceae	1.0	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
108	Comamonadaceae	Atopobiaceae	2.0	25	24	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
109	Atopobiaceae	Comamonadaceae	2.0	24	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
110	Comamonadaceae	Bacillaceae	3.0	25	22	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
111	Bacillaceae	Comamonadaceae	3.0	22	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
112	Comamonadaceae	Bradyrhizobiaceae	1.0	25	5	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
113	Bradyrhizobiaceae	Comamonadaceae	1.0	5	25	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
114	Comamonadaceae	Burkholderiaceae	1.0	25	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
115	Burkholderiaceae	Comamonadaceae	1.0	37	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
116	Comamonadaceae	Cardiobacteriaceae	1.0	25	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
117	Cardiobacteriaceae	Comamonadaceae	1.0	20	25	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
118	Comamonadaceae	Cellulomonadaceae	1.0	25	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
119	Cellulomonadaceae	Comamonadaceae	1.0	6	25	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
120	Comamonadaceae	Chromatiaceae	1.0	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
121	Chromatiaceae	Comamonadaceae	1.0	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
122	Comamonadaceae	Clostridiales Family XIII. Incertae Sedis	3.0	25	27	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
123	Clostridiales Family XIII. Incertae Sedis	Comamonadaceae	3.0	27	25	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
124	Coriobacteriaceae	Acidaminococcaceae	2.0	17	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
125	Acidaminococcaceae	Coriobacteriaceae	2.0	7	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
126	Coriobacteriaceae	Akkermansiaceae	5.0	17	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
127	Akkermansiaceae	Coriobacteriaceae	5.0	21	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
128	Coriobacteriaceae	Bacteroidaceae	1.0	17	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
129	Bacteroidaceae	Coriobacteriaceae	1.0	47	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
130	Coriobacteriaceae	Clostridiaceae	1.0	17	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
131	Clostridiaceae	Coriobacteriaceae	1.0	33	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
132	Corynebacteriaceae	Actinomycetaceae	6.0	39	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
133	Actinomycetaceae	Corynebacteriaceae	6.0	44	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
134	Corynebacteriaceae	Bacillaceae	1.0	39	22	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
135	Bacillaceae	Corynebacteriaceae	1.0	22	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
136	Corynebacteriaceae	Burkholderiaceae	3.0	39	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
137	Burkholderiaceae	Corynebacteriaceae	3.0	37	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
138	Corynebacteriaceae	Campylobacteraceae	6.0	39	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
139	Campylobacteraceae	Corynebacteriaceae	6.0	37	39	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
140	Corynebacteriaceae	Cardiobacteriaceae	4.0	39	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
141	Cardiobacteriaceae	Corynebacteriaceae	4.0	20	39	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
142	Corynebacteriaceae	Carnobacteriaceae	2.0	39	36	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
143	Carnobacteriaceae	Corynebacteriaceae	2.0	36	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
144	Corynebacteriaceae	Comamonadaceae	2.0	39	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
145	Comamonadaceae	Corynebacteriaceae	2.0	25	39	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
146	Cytophagaceae	Akkermansiaceae	2.0	8	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
147	Akkermansiaceae	Cytophagaceae	2.0	21	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
148	Cytophagaceae	Alcaligenaceae	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
149	Alcaligenaceae	Cytophagaceae	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
150	Cytophagaceae	Bacillaceae	1.0	8	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
151	Bacillaceae	Cytophagaceae	1.0	22	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
152	Cytophagaceae	Bacteroidaceae	1.0	8	47	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
153	Bacteroidaceae	Cytophagaceae	1.0	47	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
154	Cytophagaceae	Bradyrhizobiaceae	1.0	8	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
155	Bradyrhizobiaceae	Cytophagaceae	1.0	5	8	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
156	Cytophagaceae	Campylobacteraceae	2.0	8	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
157	Campylobacteraceae	Cytophagaceae	2.0	37	8	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
158	Cytophagaceae	Carnobacteriaceae	2.0	8	36	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
159	Carnobacteriaceae	Cytophagaceae	2.0	36	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
160	Cytophagaceae	Chlamydiaceae	2.0	8	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc
161	Chlamydiaceae	Cytophagaceae	2.0	8	8	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc
162	Cytophagaceae	Chromatiaceae	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
163	Chromatiaceae	Cytophagaceae	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
164	Cytophagaceae	Clostridiaceae	1.0	8	33	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
165	Clostridiaceae	Cytophagaceae	1.0	33	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
166	Cytophagaceae	Comamonadaceae	1.0	8	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
167	Comamonadaceae	Cytophagaceae	1.0	25	8	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
168	Cytophagaceae	Corynebacteriaceae	2.0	8	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
169	Corynebacteriaceae	Cytophagaceae	2.0	39	8	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
170	Dermabacteraceae	Caulobacteraceae	1.0	1	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
171	Caulobacteraceae	Dermabacteraceae	1.0	2	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
172	Dermacoccaceae	Actinomycetaceae	5.0	12	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
173	Actinomycetaceae	Dermacoccaceae	5.0	44	12	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
174	Dermacoccaceae	Aerococcaceae	2.0	12	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc
175	Aerococcaceae	Dermacoccaceae	2.0	33	12	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc
176	Dermacoccaceae	Atopobiaceae	2.0	12	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
177	Atopobiaceae	Dermacoccaceae	2.0	24	12	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
178	Dermacoccaceae	Bacillaceae	1.0	12	22	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
179	Bacillaceae	Dermacoccaceae	1.0	22	12	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
180	Dermacoccaceae	Bradyrhizobiaceae	1.0	12	5	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
181	Bradyrhizobiaceae	Dermacoccaceae	1.0	5	12	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
182	Dermacoccaceae	Burkholderiaceae	1.0	12	37	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
183	Burkholderiaceae	Dermacoccaceae	1.0	37	12	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
184	Dermacoccaceae	Campylobacteraceae	2.0	12	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
185	Campylobacteraceae	Dermacoccaceae	2.0	37	12	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
186	Dermacoccaceae	Cardiobacteriaceae	1.0	12	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
187	Cardiobacteriaceae	Dermacoccaceae	1.0	20	12	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
188	Dermacoccaceae	Clostridiales Family XIII. Incertae Sedis	4.0	12	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
189	Clostridiales Family XIII. Incertae Sedis	Dermacoccaceae	4.0	27	12	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
190	Dermacoccaceae	Comamonadaceae	3.0	12	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
191	Comamonadaceae	Dermacoccaceae	3.0	25	12	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
192	Desulfovibrionaceae	Acidaminococcaceae	1.0	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
193	Acidaminococcaceae	Desulfovibrionaceae	1.0	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
194	Desulfovibrionaceae	Bacteroidaceae	2.0	13	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
195	Bacteroidaceae	Desulfovibrionaceae	2.0	47	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
196	Desulfovibrionaceae	Chlamydiaceae	1.0	13	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc
197	Chlamydiaceae	Desulfovibrionaceae	1.0	8	13	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc
198	Desulfovibrionaceae	Clostridiaceae	1.0	13	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
199	Clostridiaceae	Desulfovibrionaceae	1.0	33	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
200	Desulfovibrionaceae	Cytophagaceae	1.0	13	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
