	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
100	Anaerostipes	Adlercreutzia	0.765057296823	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
101	Adlercreutzia	Anaerostipes	0.765057296823	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
102	Anaerostipes	Akkermansia	0.102490521559	10	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
103	Akkermansia	Anaerostipes	0.102490521559	21	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
104	Anaerostipes	Alistipes	0.131473178737	10	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
105	Alistipes	Anaerostipes	0.131473178737	29	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
106	Anaerostipes	Anaerofustis	0.194111488281	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
107	Anaerofustis	Anaerostipes	0.194111488281	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
108	Anaerotruncus	Acetivibrio	0.880590415103	13	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
109	Acetivibrio	Anaerotruncus	0.880590415103	13	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
110	Anaerotruncus	Acholeplasma	0.308836139562	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
111	Acholeplasma	Anaerotruncus	0.308836139562	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
112	Anaerotruncus	Acidaminococcus	0.167131289897	13	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
113	Acidaminococcus	Anaerotruncus	0.167131289897	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
114	Anaerotruncus	Adlercreutzia	0.54442385267	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
115	Adlercreutzia	Anaerotruncus	0.54442385267	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
116	Anaerotruncus	Akkermansia	0.279386851761	13	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
117	Akkermansia	Anaerotruncus	0.279386851761	21	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
118	Anaerotruncus	Alistipes	0.56248719407	13	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
119	Alistipes	Anaerotruncus	0.56248719407	29	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
120	Anaerotruncus	Anaerofustis	0.465904489637	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
121	Anaerofustis	Anaerotruncus	0.465904489637	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
122	Anaerotruncus	Anaerostipes	0.347258781554	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
123	Anaerostipes	Anaerotruncus	0.347258781554	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
124	Arcanobacterium	Actinobaculum	0.152598326867	2	25	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
125	Actinobaculum	Arcanobacterium	0.152598326867	25	2	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
126	Arcanobacterium	Actinomyces	0.0484752045554	2	39	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
127	Actinomyces	Arcanobacterium	0.0484752045554	39	2	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
128	Arcanobacterium	Afipia	0.142115193109	2	4	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
129	Afipia	Arcanobacterium	0.142115193109	4	2	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
130	Arcanobacterium	Anaerococcus	0.131000967206	2	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
131	Anaerococcus	Arcanobacterium	0.131000967206	12	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
132	Arcanobacterium	Anaeroglobus	0.195918228247	2	9	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
133	Anaeroglobus	Arcanobacterium	0.195918228247	9	2	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
134	Arthrobacter	Acidovorax	0.473664911143	1	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
135	Acidovorax	Arthrobacter	0.473664911143	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
136	Arthrobacter	Acinetobacter	0.996168686298	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
137	Acinetobacter	Arthrobacter	0.996168686298	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
138	Arthrobacter	Actinobaculum	0.0441292504322	1	25	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
139	Actinobaculum	Arthrobacter	0.0441292504322	25	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
140	Arthrobacter	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
141	Aliterella	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
142	Atopobacter	Amphibacillus	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
143	Amphibacillus	Atopobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
144	Atopobium	Actinomyces	0.0247491024327	24	39	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
145	Actinomyces	Atopobium	0.0247491024327	39	24	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
146	Atopobium	Anaerococcus	0.517131237139	24	12	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc
147	Anaerococcus	Atopobium	0.517131237139	12	24	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc
148	Atopobium	Anaeroglobus	0.0257228324105	24	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
149	Anaeroglobus	Atopobium	0.0257228324105	9	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
150	Aureimonas	Acinetobacter	0.0153528028295	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
151	Acinetobacter	Aureimonas	0.0153528028295	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
152	Aureimonas	Afipia	0.152068546018	1	4	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
153	Afipia	Aureimonas	0.152068546018	4	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
154	Aureimonas	Anaerococcus	0.144441943968	1	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
155	Anaerococcus	Aureimonas	0.144441943968	12	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
156	Aureimonas	Arcanobacterium	0.969911300836	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
157	Arcanobacterium	Aureimonas	0.969911300836	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
158	Avibacterium	Actinobacillus	0.82678604747	3	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
159	Actinobacillus	Avibacterium	0.82678604747	10	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
160	Avibacterium	Alloprevotella	0.585933437646	3	32	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
161	Alloprevotella	Avibacterium	0.585933437646	32	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
162	Azohydromonas	Acidovorax	0.473664911143	1	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
163	Acidovorax	Azohydromonas	0.473664911143	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
164	Azohydromonas	Acinetobacter	0.996168686298	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
165	Acinetobacter	Azohydromonas	0.996168686298	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
166	Azohydromonas	Actinobaculum	0.0441292504322	1	25	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
167	Actinobaculum	Azohydromonas	0.0441292504322	25	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
168	Azohydromonas	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
169	Aliterella	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
170	Azohydromonas	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
171	Arthrobacter	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
172	Bacillus	Acidovorax	0.821480352472	17	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
173	Acidovorax	Bacillus	0.821480352472	11	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
174	Bacillus	Acinetobacter	0.678502421019	17	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
175	Acinetobacter	Bacillus	0.678502421019	23	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
176	Bacillus	Actinobaculum	0.0344187236863	17	25	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
177	Actinobaculum	Bacillus	0.0344187236863	25	17	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
178	Bacillus	Afipia	0.0461474602264	17	4	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
179	Afipia	Bacillus	0.0461474602264	4	17	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
180	Bacillus	Aggregatibacter	0.422790011549	17	31	Anterior_nares	Mixed	Intertype	#8000ff	#cccccc	#cccccc
181	Aggregatibacter	Bacillus	0.422790011549	31	17	Mixed	Anterior_nares	Intertype	#cccccc	#8000ff	#cccccc
182	Bacillus	Aliterella	0.651081778689	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
183	Aliterella	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
184	Bacillus	Anaerococcus	0.461234818996	17	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
185	Anaerococcus	Bacillus	0.461234818996	12	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
186	Bacillus	Arcanobacterium	0.388225360613	17	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
187	Arcanobacterium	Bacillus	0.388225360613	2	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
188	Bacillus	Arthrobacter	0.651081778689	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
189	Arthrobacter	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
190	Bacillus	Aureimonas	0.407749936521	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
191	Aureimonas	Bacillus	0.407749936521	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
192	Bacillus	Azohydromonas	0.651081778689	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
193	Azohydromonas	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
194	Bacteroides	Acetivibrio	0.411000826285	47	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
195	Acetivibrio	Bacteroides	0.411000826285	13	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
196	Bacteroides	Acholeplasma	0.232965382635	47	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
197	Acholeplasma	Bacteroides	0.232965382635	3	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
198	Bacteroides	Acidaminococcus	0.215059459408	47	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
199	Acidaminococcus	Bacteroides	0.215059459408	2	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
200	Bacteroides	Adlercreutzia	0.296136411831	47	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
201	Adlercreutzia	Bacteroides	0.296136411831	6	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
202	Bacteroides	Akkermansia	0.183486600338	47	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
203	Akkermansia	Bacteroides	0.183486600338	21	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
204	Bacteroides	Alistipes	0.429621250162	47	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
205	Alistipes	Bacteroides	0.429621250162	29	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
206	Bacteroides	Anaerofustis	0.247747337545	47	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
207	Anaerofustis	Bacteroides	0.247747337545	1	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
208	Bacteroides	Anaerostipes	0.416934173798	47	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
209	Anaerostipes	Bacteroides	0.416934173798	10	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
210	Bacteroides	Anaerotruncus	0.510525056352	47	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
211	Anaerotruncus	Bacteroides	0.510525056352	13	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
212	Barnesiella	Alistipes	0.108887739617	15	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
213	Alistipes	Barnesiella	0.108887739617	29	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
214	Barnesiella	Anaerotruncus	0.145404051133	15	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
