	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
17	Actinobacteria	Proteobacteria	0.124936515635	61	60	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
18	Proteobacteria	Candidatus Saccharibacteria	0.0139440807023	60	28	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
19	Candidatus Saccharibacteria	Proteobacteria	0.0139440807023	28	60	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
20	Proteobacteria	Chlamydiae	0.173686228451	60	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
21	Chlamydiae	Proteobacteria	0.173686228451	8	60	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
22	Proteobacteria	Cyanobacteria	0.0273109951926	60	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
23	Cyanobacteria	Proteobacteria	0.0273109951926	4	60	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
24	Proteobacteria	Deinococcus-Thermus	0.244222211493	60	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
25	Deinococcus-Thermus	Proteobacteria	0.244222211493	1	60	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
26	Proteobacteria	Fusobacteria	0.221668166419	60	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
27	Fusobacteria	Proteobacteria	0.221668166419	33	60	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
28	Spirochaetes	Actinobacteria	0.15378845358	33	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
29	Actinobacteria	Spirochaetes	0.15378845358	61	33	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
30	Spirochaetes	Bacteroidetes	0.0390566551217	33	60	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
31	Bacteroidetes	Spirochaetes	0.0390566551217	60	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
32	Spirochaetes	Candidatus Saccharibacteria	0.207765635516	33	28	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
33	Candidatus Saccharibacteria	Spirochaetes	0.207765635516	28	33	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
34	Spirochaetes	Fusobacteria	0.0695812748832	33	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
35	Fusobacteria	Spirochaetes	0.0695812748832	33	33	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
36	Synergistetes	Actinobacteria	0.0756506711661	1	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
37	Actinobacteria	Synergistetes	0.0756506711661	61	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
38	Synergistetes	Bacteroidetes	0.0133653526547	1	60	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc
39	Bacteroidetes	Synergistetes	0.0133653526547	60	1	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc
40	Synergistetes	Candidatus Saccharibacteria	0.0215379135645	1	28	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
41	Candidatus Saccharibacteria	Synergistetes	0.0215379135645	28	1	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
42	Synergistetes	Spirochaetes	0.654514569783	1	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
43	Spirochaetes	Synergistetes	0.654514569783	33	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
44	Tenericutes	Actinobacteria	0.080788867357	21	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
45	Actinobacteria	Tenericutes	0.080788867357	61	21	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
46	Tenericutes	Candidatus Saccharibacteria	0.0565101866572	21	28	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
47	Candidatus Saccharibacteria	Tenericutes	0.0565101866572	28	21	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
48	Tenericutes	Deinococcus-Thermus	0.2111889075	21	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
49	Deinococcus-Thermus	Tenericutes	0.2111889075	1	21	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
50	Tenericutes	Firmicutes	0.0256537145726	21	61	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc
51	Firmicutes	Tenericutes	0.0256537145726	61	21	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc
52	Tenericutes	Fusobacteria	0.0153321204131	21	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
53	Fusobacteria	Tenericutes	0.0153321204131	33	21	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
54	Tenericutes	Spirochaetes	0.537982734619	21	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
55	Spirochaetes	Tenericutes	0.537982734619	33	21	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
56	Tenericutes	Synergistetes	0.571539211207	21	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
57	Synergistetes	Tenericutes	0.571539211207	1	21	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
58	Verrucomicrobia	Bacteroidetes	0.342740766632	21	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
59	Bacteroidetes	Verrucomicrobia	0.342740766632	60	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
