	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
23	Bacteroidia	Deltaproteobacteria	0.51151866748	60	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
24	Deltaproteobacteria	Clostridia	0.301454177943	13	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
25	Clostridia	Deltaproteobacteria	0.301454177943	58	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
26	Epsilonproteobacteria	Actinobacteria	0.307648957259	37	61	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
27	Actinobacteria	Epsilonproteobacteria	0.307648957259	61	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
28	Epsilonproteobacteria	Betaproteobacteria	0.275397609817	37	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
29	Betaproteobacteria	Epsilonproteobacteria	0.275397609817	56	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
30	Epsilonproteobacteria	Coriobacteriia	0.0790105825571	37	41	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
31	Coriobacteriia	Epsilonproteobacteria	0.0790105825571	41	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
32	Epsilonproteobacteria	Deinococci	0.227719866363	37	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
33	Deinococci	Epsilonproteobacteria	0.227719866363	1	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
34	Erysipelotrichia	Bacteroidia	0.2206112325	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
35	Bacteroidia	Erysipelotrichia	0.2206112325	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
36	Erysipelotrichia	Betaproteobacteria	0.070161263391	41	56	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029
37	Betaproteobacteria	Erysipelotrichia	0.070161263391	56	41	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029
38	Erysipelotrichia	Clostridia	0.181138993847	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
39	Clostridia	Erysipelotrichia	0.181138993847	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
40	Erysipelotrichia	Coriobacteriia	0.0337319283482	41	41	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
41	Coriobacteriia	Erysipelotrichia	0.0337319283482	41	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
42	Erysipelotrichia	Epsilonproteobacteria	0.282990608429	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
43	Epsilonproteobacteria	Erysipelotrichia	0.282990608429	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
44	Flavobacteriia	Actinobacteria	0.476368181607	35	61	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
45	Actinobacteria	Flavobacteriia	0.476368181607	61	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
46	Flavobacteriia	Betaproteobacteria	0.388225491019	35	56	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc
47	Betaproteobacteria	Flavobacteriia	0.388225491019	56	35	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc
48	Flavobacteriia	Epsilonproteobacteria	0.454331319579	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc
49	Epsilonproteobacteria	Flavobacteriia	0.454331319579	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc
50	Fusobacteriia	Actinobacteria	0.252938379718	33	61	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
51	Actinobacteria	Fusobacteriia	0.252938379718	61	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
52	Fusobacteriia	Betaproteobacteria	0.221592959666	33	56	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
53	Betaproteobacteria	Fusobacteriia	0.221592959666	56	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
54	Fusobacteriia	Coriobacteriia	0.0350873828632	33	41	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
55	Coriobacteriia	Fusobacteriia	0.0350873828632	41	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
56	Fusobacteriia	Deinococci	0.074923935209	33	1	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
57	Deinococci	Fusobacteriia	0.074923935209	1	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
58	Fusobacteriia	Epsilonproteobacteria	0.506998807912	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
59	Epsilonproteobacteria	Fusobacteriia	0.506998807912	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
60	Fusobacteriia	Erysipelotrichia	0.260892380891	33	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
61	Erysipelotrichia	Fusobacteriia	0.260892380891	41	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
62	Fusobacteriia	Flavobacteriia	0.299803879627	33	35	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
63	Flavobacteriia	Fusobacteriia	0.299803879627	35	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
64	Gammaproteobacteria	Alphaproteobacteria	0.162821225671	57	34	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
65	Alphaproteobacteria	Gammaproteobacteria	0.162821225671	34	57	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
66	Gammaproteobacteria	Betaproteobacteria	0.0723848123595	57	56	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
67	Betaproteobacteria	Gammaproteobacteria	0.0723848123595	56	57	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
68	Gammaproteobacteria	Chlamydiia	0.218011497742	57	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc
69	Chlamydiia	Gammaproteobacteria	0.218011497742	8	57	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc
70	Gammaproteobacteria	Cytophagia	0.124744772266	57	9	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
71	Cytophagia	Gammaproteobacteria	0.124744772266	9	57	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
72	Gammaproteobacteria	Deinococci	0.166692699426	57	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
73	Deinococci	Gammaproteobacteria	0.166692699426	1	57	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
74	Gammaproteobacteria	Fusobacteriia	0.0827161809509	57	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
75	Fusobacteriia	Gammaproteobacteria	0.0827161809509	33	57	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
76	Mollicutes	Actinobacteria	0.0946017939308	21	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
77	Actinobacteria	Mollicutes	0.0946017939308	61	21	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
78	Mollicutes	Bacilli	0.112705015365	21	61	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc
79	Bacilli	Mollicutes	0.112705015365	61	21	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc
80	Mollicutes	Deinococci	0.205124108273	21	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
81	Deinococci	Mollicutes	0.205124108273	1	21	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
82	Mollicutes	Epsilonproteobacteria	0.332676876459	21	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
83	Epsilonproteobacteria	Mollicutes	0.332676876459	37	21	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
84	Mollicutes	Flavobacteriia	0.211503267205	21	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
85	Flavobacteriia	Mollicutes	0.211503267205	35	21	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
86	Mollicutes	Fusobacteriia	0.0187977610612	21	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
87	Fusobacteriia	Mollicutes	0.0187977610612	33	21	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
88	Negativicutes	Bacteroidia	0.0490041191392	56	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
89	Bacteroidia	Negativicutes	0.0490041191392	60	56	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
90	Negativicutes	Betaproteobacteria	0.0618810486988	56	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
91	Betaproteobacteria	Negativicutes	0.0618810486988	56	56	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
92	Negativicutes	Chlamydiia	0.142219698755	56	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc
93	Chlamydiia	Negativicutes	0.142219698755	8	56	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc
94	Negativicutes	Coriobacteriia	0.107411366534	56	41	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
95	Coriobacteriia	Negativicutes	0.107411366534	41	56	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
96	Negativicutes	Deinococci	0.0259519660836	56	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
97	Deinococci	Negativicutes	0.0259519660836	1	56	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
98	Negativicutes	Epsilonproteobacteria	0.468771358116	56	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
99	Epsilonproteobacteria	Negativicutes	0.468771358116	37	56	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5
100	Negativicutes	Erysipelotrichia	0.165622725572	56	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc
101	Erysipelotrichia	Negativicutes	0.165622725572	41	56	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc
102	Negativicutes	Fusobacteriia	0.54520486012	56	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc
103	Fusobacteriia	Negativicutes	0.54520486012	33	56	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc
104	Negativicutes	Gammaproteobacteria	0.0472374330477	56	57	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc
105	Gammaproteobacteria	Negativicutes	0.0472374330477	57	56	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc
106	Sphingobacteriia	Actinobacteria	0.0653080964076	10	61	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
107	Actinobacteria	Sphingobacteriia	0.0653080964076	61	10	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
108	Sphingobacteriia	Alphaproteobacteria	0.528766251216	10	34	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
109	Alphaproteobacteria	Sphingobacteriia	0.528766251216	34	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
110	Sphingobacteriia	Gammaproteobacteria	0.100178301123	10	57	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
111	Gammaproteobacteria	Sphingobacteriia	0.100178301123	57	10	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
112	Spirochaetia	Actinobacteria	0.169899738703	33	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
113	Actinobacteria	Spirochaetia	0.169899738703	61	33	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
114	Spirochaetia	Betaproteobacteria	0.032301101937	33	56	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
115	Betaproteobacteria	Spirochaetia	0.032301101937	56	33	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
116	Spirochaetia	Epsilonproteobacteria	0.480772080018	33	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
117	Epsilonproteobacteria	Spirochaetia	0.480772080018	37	33	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
118	Spirochaetia	Erysipelotrichia	0.0427019555338	33	41	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc
119	Erysipelotrichia	Spirochaetia	0.0427019555338	41	33	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc
120	Spirochaetia	Flavobacteriia	0.243545414381	33	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
121	Flavobacteriia	Spirochaetia	0.243545414381	35	33	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
122	Spirochaetia	Fusobacteriia	0.0733349659604	33	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc
123	Fusobacteriia	Spirochaetia	0.0733349659604	33	33	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc
124	Spirochaetia	Mollicutes	0.553922360813	33	21	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
125	Mollicutes	Spirochaetia	0.553922360813	21	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
126	Synergistia	Actinobacteria	0.0929748829207	1	61	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
127	Actinobacteria	Synergistia	0.0929748829207	61	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
128	Synergistia	Epsilonproteobacteria	0.1471675235	1	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc
129	Epsilonproteobacteria	Synergistia	0.1471675235	37	1	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc
130	Synergistia	Flavobacteriia	0.134678460449	1	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc
131	Flavobacteriia	Synergistia	0.134678460449	35	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc
132	Synergistia	Mollicutes	0.600257916842	1	21	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
133	Mollicutes	Synergistia	0.600257916842	21	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
134	Synergistia	Spirochaetia	0.664668768687	1	33	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
135	Spirochaetia	Synergistia	0.664668768687	33	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
136	Tissierellia	Actinobacteria	0.057411721176	50	61	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
137	Actinobacteria	Tissierellia	0.057411721176	61	50	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
138	Tissierellia	Alphaproteobacteria	0.535466739524	50	34	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
139	Alphaproteobacteria	Tissierellia	0.535466739524	34	50	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
140	Tissierellia	Sphingobacteriia	0.699022286345	50	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
141	Sphingobacteriia	Tissierellia	0.699022286345	10	50	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
142	Verrucomicrobiae	Alphaproteobacteria	0.0837248617188	21	34	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
143	Alphaproteobacteria	Verrucomicrobiae	0.0837248617188	34	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
144	Verrucomicrobiae	Bacteroidia	0.351602485504	21	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
145	Bacteroidia	Verrucomicrobiae	0.351602485504	60	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
146	Verrucomicrobiae	Clostridia	0.115084785079	21	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
147	Clostridia	Verrucomicrobiae	0.115084785079	58	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
148	Verrucomicrobiae	Cytophagia	0.0470394493146	21	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
149	Cytophagia	Verrucomicrobiae	0.0470394493146	9	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
150	Verrucomicrobiae	Deltaproteobacteria	0.10901814865	21	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
151	Deltaproteobacteria	Verrucomicrobiae	0.10901814865	13	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
152	Verrucomicrobiae	Erysipelotrichia	0.0762865942521	21	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
153	Erysipelotrichia	Verrucomicrobiae	0.0762865942521	41	21	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
154	Verrucomicrobiae	Negativicutes	0.0306218203949	21	56	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc
155	Negativicutes	Verrucomicrobiae	0.0306218203949	56	21	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc
