source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Aurantimonadaceae	75	Aurantimonadaceae	Chromobacteriaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	4.0	#ff4422	#ff0000
Chromobacteriaceae	76	Chromobacteriaceae	Bacillaceae	0.419935614808	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	4.0	#ff4422	#ff0000
Bacillaceae	77	Bacillaceae	Chromobacteriaceae	0.419935614808	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	12.0	0.0	#ff0000	#8000ff
Chromobacteriaceae	78	Chromobacteriaceae	Bradyrhizobiaceae	0.0580786194833	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	11.0	4.0	#ff4422	#ff0000
Bradyrhizobiaceae	79	Bradyrhizobiaceae	Chromobacteriaceae	0.0580786194833	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7.0	3.0	#a8f79c	#feb562
Clostridiaceae	80	Clostridiaceae	Acidaminococcaceae	0.16705559806700002	33	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Acidaminococcaceae	81	Acidaminococcaceae	Clostridiaceae	0.16705559806700002	7	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Clostridiaceae	82	Clostridiaceae	Akkermansiaceae	0.09157256422860001	33	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Akkermansiaceae	83	Akkermansiaceae	Clostridiaceae	0.09157256422860001	21	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiaceae	84	Clostridiaceae	Bacteroidaceae	0.0838094159932	33	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Bacteroidaceae	85	Bacteroidaceae	Clostridiaceae	0.0838094159932	47	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8.0	0.0	#d4dd80	#8000ff
Clostridiaceae	86	Clostridiaceae	Catabacteriaceae	0.974120503702	33	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Catabacteriaceae	87	Catabacteriaceae	Clostridiaceae	0.974120503702	1	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Clostridiaceae	88	Clostridiaceae	Cellulomonadaceae	0.0733976507425	33	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Cellulomonadaceae	89	Cellulomonadaceae	Clostridiaceae	0.0733976507425	6	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales Family XIII. Incertae Sedis	90	Clostridiales Family XIII. Incertae Sedis	Actinomycetaceae	0.239874469895	27	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	6.0	1.0	#7effb5	#01b3ec
Actinomycetaceae	91	Actinomycetaceae	Clostridiales Family XIII. Incertae Sedis	0.239874469895	44	27	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Clostridiales Family XIII. Incertae Sedis	92	Clostridiales Family XIII. Incertae Sedis	Alteromonadaceae	0.0770082293062	27	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	6.0	1.0	#7effb5	#01b3ec
Alteromonadaceae	93	Alteromonadaceae	Clostridiales Family XIII. Incertae Sedis	0.0770082293062	1	27	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	6.0	1.0	#7effb5	#01b3ec
Clostridiales Family XIII. Incertae Sedis	94	Clostridiales Family XIII. Incertae Sedis	Atopobiaceae	0.0736481523667	27	24	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	6.0	1.0	#7effb5	#01b3ec
Atopobiaceae	95	Atopobiaceae	Clostridiales Family XIII. Incertae Sedis	0.0736481523667	24	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	2.0	1.0	#2c7ef7	#01b3ec
Clostridiales Family XIII. Incertae Sedis	96	Clostridiales Family XIII. Incertae Sedis	Bradyrhizobiaceae	0.146134710946	27	5	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	6.0	1.0	#7effb5	#01b3ec
Bradyrhizobiaceae	97	Bradyrhizobiaceae	Clostridiales Family XIII. Incertae Sedis	0.146134710946	5	27	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	7.0	3.0	#a8f79c	#feb562
Clostridiales Family XIII. Incertae Sedis	98	Clostridiales Family XIII. Incertae Sedis	Campylobacteraceae	0.382162075941	27	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	6.0	1.0	#7effb5	#01b3ec
Campylobacteraceae	99	Campylobacteraceae	Clostridiales Family XIII. Incertae Sedis	0.382162075941	37	27	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Comamonadaceae	100	Comamonadaceae	Actinomycetaceae	0.282549032252	25	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Actinomycetaceae	101	Actinomycetaceae	Comamonadaceae	0.282549032252	44	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Comamonadaceae	102	Comamonadaceae	Aerococcaceae	0.07138952659910001	25	33	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Aerococcaceae	103	Aerococcaceae	Comamonadaceae	0.07138952659910001	33	25	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc	9.0	2.0	#feb562	#7effb5
Comamonadaceae	104	Comamonadaceae	Alcaligenaceae	0.351780565527	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Alcaligenaceae	105	Alcaligenaceae	Comamonadaceae	0.351780565527	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7.0	3.0	#a8f79c	#feb562
Comamonadaceae	106	Comamonadaceae	Bacillaceae	0.333889274488	25	22	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Bacillaceae	107	Bacillaceae	Comamonadaceae	0.333889274488	22	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	12.0	0.0	#ff0000	#8000ff
Comamonadaceae	108	Comamonadaceae	Bradyrhizobiaceae	0.267116902989	25	5	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Bradyrhizobiaceae	109	Bradyrhizobiaceae	Comamonadaceae	0.267116902989	5	25	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	7.0	3.0	#a8f79c	#feb562
Comamonadaceae	110	Comamonadaceae	Burkholderiaceae	0.413180977795	25	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Burkholderiaceae	111	Burkholderiaceae	Comamonadaceae	0.413180977795	37	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	10.0	1.0	#ff8143	#01b3ec
Comamonadaceae	112	Comamonadaceae	Campylobacteraceae	0.286797627787	25	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Campylobacteraceae	113	Campylobacteraceae	Comamonadaceae	0.286797627787	37	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Comamonadaceae	114	Comamonadaceae	Cardiobacteriaceae	0.47120515322400003	25	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	5.0	1.0	#54f6cb	#01b3ec
Cardiobacteriaceae	115	Cardiobacteriaceae	Comamonadaceae	0.47120515322400003	20	25	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	3.0	1.0	#01b3ec	#01b3ec
Comamonadaceae	116	Comamonadaceae	Chromatiaceae	0.351780565527	25	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	5.0	1.0	#54f6cb	#01b3ec
Chromatiaceae	117	Chromatiaceae	Comamonadaceae	0.351780565527	1	25	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7.0	3.0	#a8f79c	#feb562
Coriobacteriaceae	118	Coriobacteriaceae	Acholeplasmataceae	0.0310926495252	17	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Acholeplasmataceae	119	Acholeplasmataceae	Coriobacteriaceae	0.0310926495252	3	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Coriobacteriaceae	120	Coriobacteriaceae	Acidaminococcaceae	0.19378293221700002	17	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Acidaminococcaceae	121	Acidaminococcaceae	Coriobacteriaceae	0.19378293221700002	7	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Coriobacteriaceae	122	Coriobacteriaceae	Akkermansiaceae	0.40854514412500004	17	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Akkermansiaceae	123	Akkermansiaceae	Coriobacteriaceae	0.40854514412500004	21	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Coriobacteriaceae	124	Coriobacteriaceae	Bacteroidaceae	0.33570873193000006	17	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Bacteroidaceae	125	Bacteroidaceae	Coriobacteriaceae	0.33570873193000006	47	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8.0	0.0	#d4dd80	#8000ff
Coriobacteriaceae	126	Coriobacteriaceae	Catabacteriaceae	0.307510769337	17	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Catabacteriaceae	127	Catabacteriaceae	Coriobacteriaceae	0.307510769337	1	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Coriobacteriaceae	128	Coriobacteriaceae	Cellulomonadaceae	0.393415026355	17	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Cellulomonadaceae	129	Cellulomonadaceae	Coriobacteriaceae	0.393415026355	6	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Coriobacteriaceae	130	Coriobacteriaceae	Clostridiaceae	0.468786193936	17	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Clostridiaceae	131	Clostridiaceae	Coriobacteriaceae	0.468786193936	33	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#2adddd	#8000ff
Corynebacteriaceae	132	Corynebacteriaceae	Actinomycetaceae	0.527136775685	39	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	5.0	1.0	#54f6cb	#01b3ec
