source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Alloprevotella	21	Alloprevotella	Avibacterium	2.0	32	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Bacillus	22	Bacillus	Aliterella	1.0	1	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce
Aliterella	23	Aliterella	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce
Bacillus	24	Bacillus	Arthrobacter	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce
Arthrobacter	25	Arthrobacter	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce
Bacillus	26	Bacillus	Azohydromonas	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce
Azohydromonas	27	Azohydromonas	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce
Bacteroides	28	Bacteroides	Alistipes	7.0	17	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Alistipes	29	Alistipes	Bacteroides	7.0	29	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Barnesiella	30	Barnesiella	Bacteroides	3.0	47	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Bacteroides	31	Bacteroides	Barnesiella	3.0	47	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Basfia	32	Basfia	Actinobacillus	2.0	15	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Actinobacillus	33	Actinobacillus	Basfia	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff
Basfia	34	Basfia	Avibacterium	2.0	15	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Avibacterium	35	Avibacterium	Basfia	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Bibersteinia	36	Bibersteinia	Avibacterium	1.0	3	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74
Avibacterium	37	Avibacterium	Bibersteinia	1.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Bibersteinia	38	Bibersteinia	Basfia	1.0	3	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74
Basfia	39	Basfia	Bibersteinia	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Bilophila	40	Bilophila	Acholeplasma	2.0	22	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc
Acholeplasma	41	Acholeplasma	Bilophila	2.0	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3
Blautia	42	Blautia	Acetivibrio	10.0	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Acetivibrio	43	Acetivibrio	Blautia	10.0	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Blautia	44	Blautia	Akkermansia	7.0	10	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Akkermansia	45	Akkermansia	Blautia	7.0	21	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Blautia	46	Blautia	Anaerostipes	6.0	10	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Anaerostipes	47	Anaerostipes	Blautia	6.0	10	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Bradyrhizobium	48	Bradyrhizobium	Afipia	1.0	1	5	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	1.0	5.0	#5c38fd	#7effb5
Afipia	49	Afipia	Bradyrhizobium	1.0	4	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	1.0	5.0	#5c38fd	#7effb5
Butyricicoccus	50	Butyricicoccus	Alistipes	3.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Alistipes	51	Alistipes	Butyricicoccus	3.0	29	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Butyricicoccus	52	Butyricicoccus	Bacteroides	3.0	1	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Bacteroides	53	Bacteroides	Butyricicoccus	3.0	47	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Butyricicoccus	54	Butyricicoccus	Barnesiella	2.0	1	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Barnesiella	55	Barnesiella	Butyricicoccus	2.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Butyricimonas	56	Butyricimonas	Alistipes	2.0	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Alistipes	57	Alistipes	Butyricimonas	2.0	29	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	5.0	6.0	#37e6d8	#b2f396
Butyricimonas	58	Butyricimonas	Blautia	3.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Blautia	59	Blautia	Butyricimonas	3.0	19	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Butyrivibrio	60	Butyrivibrio	Acholeplasma	1.0	11	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3
Acholeplasma	61	Acholeplasma	Butyrivibrio	1.0	3	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3
Campylobacter	62	Campylobacter	Actinobacillus	4.0	2	23	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Actinobacillus	63	Actinobacillus	Campylobacter	4.0	10	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	61	13.0	0.0	#ff3b1e	#8000ff
Campylobacter	64	Campylobacter	Brochothrix	2.0	2	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	7.0	0.0	#7effb5	#8000ff
Brochothrix	65	Brochothrix	Campylobacter	2.0	4	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	7.0	9.0	#7effb5	#ff5029
Capnocytophaga	66	Capnocytophaga	Campylobacter	7.0	37	2	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74
Campylobacter	67	Campylobacter	Capnocytophaga	7.0	37	34	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Catenibacterium	68	Catenibacterium	Acholeplasma	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3
Acholeplasma	69	Acholeplasma	Catenibacterium	1.0	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3
Catonella	70	Catonella	Actinomyces	7.0	7	25	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Actinomyces	71	Actinomyces	Catonella	7.0	39	25	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Catonella	72	Catonella	Anaeroglobus	4.0	7	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Anaeroglobus	73	Anaeroglobus	Catonella	4.0	9	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Catonella	74	Catonella	Campylobacter	7.0	7	2	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Campylobacter	75	Campylobacter	Catonella	7.0	37	25	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Centipeda	76	Centipeda	Actinobaculum	4.0	25	10	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Actinobaculum	77	Actinobaculum	Centipeda	4.0	25	16	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	61	2.0	0.0	#386df9	#8000ff
Centipeda	78	Centipeda	Anaeroglobus	4.0	25	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Anaeroglobus	79	Anaeroglobus	Centipeda	4.0	9	16	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Centipeda	80	Centipeda	Campylobacter	5.0	25	2	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Campylobacter	81	Campylobacter	Centipeda	5.0	37	16	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Chlamydia	82	Chlamydia	Abiotrophia	3.0	6	29	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	2.0	0.0	#386df9	#8000ff
Abiotrophia	83	Abiotrophia	Chlamydia	3.0	29	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	7.0	0.0	#7effb5	#8000ff
Chryseobacterium	84	Chryseobacterium	Alloprevotella	4.0	16	1	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74
Alloprevotella	85	Alloprevotella	Chryseobacterium	4.0	32	13	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74
Chryseobacterium	86	Chryseobacterium	Alysiella	2.0	16	32	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74
Alysiella	87	Alysiella	Chryseobacterium	2.0	2	13	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	2.0	7.0	#386df9	#e4cf74
Chryseobacterium	88	Chryseobacterium	Avibacterium	2.0	16	1	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Avibacterium	89	Avibacterium	Chryseobacterium	2.0	3	13	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Chryseobacterium	90	Chryseobacterium	Basfia	2.0	16	15	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Basfia	91	Basfia	Chryseobacterium	2.0	2	13	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Chryseobacterium	92	Chryseobacterium	Bergeyella	3.0	16	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
Bergeyella	93	Bergeyella	Chryseobacterium	3.0	3	13	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	61	7.0	7.0	#7effb5	#e4cf74
Citrobacter	94	Citrobacter	Afipia	1.0	8	5	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	1.0	5.0	#5c38fd	#7effb5
Afipia	95	Afipia	Citrobacter	1.0	4	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	1.0	5.0	#5c38fd	#7effb5
Clostridium	96	Clostridium	Catabacter	1.0	13	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc
Catabacter	97	Catabacter	Clostridium	1.0	1	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc
Collinsella	98	Collinsella	Anaerostipes	3.0	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Anaerostipes	99	Anaerostipes	Collinsella	3.0	10	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Comamonas	100	Comamonas	Alicycliphilus	1.0	29	21	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	61	9.0	4.0	#c6e789	#4df3ce
Alicycliphilus	101	Alicycliphilus	Comamonas	1.0	1	3	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce
Comamonas	102	Comamonas	Bosea	1.0	29	19	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	9.0	4.0	#c6e789	#4df3ce
Bosea	103	Bosea	Comamonas	1.0	1	3	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce
Coprobacillus	104	Coprobacillus	Adlercreutzia	3.0	11	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Adlercreutzia	105	Adlercreutzia	Coprobacillus	3.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacillus	106	Coprobacillus	Anaerostipes	4.0	11	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Anaerostipes	107	Anaerostipes	Coprobacillus	4.0	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacillus	108	Coprobacillus	Blautia	5.0	11	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Blautia	109	Blautia	Coprobacillus	5.0	19	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacillus	110	Coprobacillus	Collinsella	3.0	11	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Collinsella	111	Collinsella	Coprobacillus	3.0	11	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacter	112	Coprobacter	Adlercreutzia	2.0	3	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Adlercreutzia	113	Adlercreutzia	Coprobacter	2.0	6	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacter	114	Coprobacter	Anaerostipes	2.0	3	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Anaerostipes	115	Anaerostipes	Coprobacter	2.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacter	116	Coprobacter	Blautia	3.0	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Blautia	117	Blautia	Coprobacter	3.0	19	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacter	118	Coprobacter	Coprobacillus	3.0	3	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacillus	119	Coprobacillus	Coprobacter	3.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	120	Coprococcus	Adlercreutzia	4.0	2	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Adlercreutzia	121	Adlercreutzia	Coprococcus	4.0	6	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	122	Coprococcus	Akkermansia	5.0	2	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Akkermansia	123	Akkermansia	Coprococcus	5.0	21	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	124	Coprococcus	Anaerostipes	3.0	2	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Anaerostipes	125	Anaerostipes	Coprococcus	3.0	10	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	126	Coprococcus	Barnesiella	2.0	2	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Barnesiella	127	Barnesiella	Coprococcus	2.0	15	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	10.0	6.0	#ecc86f	#b2f396
Coprococcus	128	Coprococcus	Butyricimonas	3.0	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Butyricimonas	129	Butyricimonas	Coprococcus	3.0	11	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	130	Coprococcus	Coprobacillus	5.0	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacillus	131	Coprobacillus	Coprococcus	5.0	10	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprococcus	132	Coprococcus	Coprobacter	3.0	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Coprobacter	133	Coprobacter	Coprococcus	3.0	5	18	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc
Corynebacterium	134	Corynebacterium	Capnocytophaga	6.0	10	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	8.0	7.0	#a2f9a0	#e4cf74
Capnocytophaga	135	Capnocytophaga	Corynebacterium	6.0	34	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	8.0	7.0	#a2f9a0	#e4cf74
Cupriavidus	136	Cupriavidus	Alistipes	2.0	39	1	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	61	10.0	6.0	#ecc86f	#b2f396
Alistipes	137	Alistipes	Cupriavidus	2.0	29	5	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	61	5.0	6.0	#37e6d8	#b2f396
Cupriavidus	138	Cupriavidus	Bosea	1.0	39	19	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	10.0	6.0	#ecc86f	#b2f396
Bosea	139	Bosea	Cupriavidus	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce
Dechloromonas	140	Dechloromonas	Comamonas	1.0	1	29	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	61	9.0	3.0	#c6e789	#18cde4
Comamonas	141	Comamonas	Dechloromonas	1.0	3	2	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	61	9.0	4.0	#c6e789	#4df3ce
Dehalobacter	142	Dehalobacter	Actinobacillus	2.0	4	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Actinobacillus	143	Actinobacillus	Dehalobacter	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff
Dehalobacter	144	Dehalobacter	Avibacterium	2.0	4	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Avibacterium	145	Avibacterium	Dehalobacter	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Dehalobacter	146	Dehalobacter	Basfia	2.0	4	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Basfia	147	Basfia	Dehalobacter	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Dehalobacter	148	Dehalobacter	Bibersteinia	1.0	4	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74
Bibersteinia	149	Bibersteinia	Dehalobacter	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74
Dehalobacter	150	Dehalobacter	Chryseobacterium	2.0	4	16	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74
