source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Burkholderiales	25	Burkholderiales	Cardiobacteriales	0.29649892507500003	54	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Cardiobacteriales	26	Cardiobacteriales	Campylobacterales	0.530595387155	20	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	2.0	1.0	#7effb5	#1996f3
Campylobacterales	27	Campylobacterales	Cardiobacteriales	0.530595387155	37	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Cellvibrionales	28	Cellvibrionales	Bacillales	0.0690635095889	1	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#1996f3
Bacillales	29	Bacillales	Cellvibrionales	0.0690635095889	53	1	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	4.0	2.0	#ff0000	#4df3ce
Cellvibrionales	30	Cellvibrionales	Burkholderiales	0.606834897813	1	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#01b3ec	#1996f3
Burkholderiales	31	Burkholderiales	Cellvibrionales	0.606834897813	54	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	2.0	1.0	#7effb5	#1996f3
Chlamydiales	32	Chlamydiales	Acholeplasmatales	0.014589603651100002	8	3	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	4.0	2.0	#ff0000	#4df3ce
Acholeplasmatales	33	Acholeplasmatales	Chlamydiales	0.014589603651100002	3	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	0.0	0.0	#8000ff	#8000ff
Chlamydiales	34	Chlamydiales	Alteromonadales	0.10093898773700001	8	8	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	4.0	2.0	#ff0000	#4df3ce
Alteromonadales	35	Alteromonadales	Chlamydiales	0.10093898773700001	8	8	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	4.0	2.0	#ff0000	#4df3ce
Chlamydiales	36	Chlamydiales	Bacillales	0.323169761561	8	53	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	4.0	2.0	#ff0000	#4df3ce
Bacillales	37	Bacillales	Chlamydiales	0.323169761561	53	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	4.0	2.0	#ff0000	#4df3ce
Chlamydiales	38	Chlamydiales	Bifidobacteriales	0.6976256675570001	8	33	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	4.0	2.0	#ff0000	#4df3ce
Bifidobacteriales	39	Bifidobacteriales	Chlamydiales	0.6976256675570001	33	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	4.0	2.0	#ff0000	#4df3ce
Chroococcales	40	Chroococcales	Bacillales	0.360635572264	1	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	2.0	#01b3ec	#4df3ce
Bacillales	41	Bacillales	Chroococcales	0.360635572264	53	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	4.0	2.0	#ff0000	#4df3ce
Clostridiales	42	Clostridiales	Acholeplasmatales	0.163081568417	58	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acholeplasmatales	43	Acholeplasmatales	Clostridiales	0.163081568417	3	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales	44	Clostridiales	Acidaminococcales	0.19750286079399998	58	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acidaminococcales	45	Acidaminococcales	Clostridiales	0.19750286079399998	7	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales	46	Clostridiales	Bacteroidales	0.193359709248	58	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Bacteroidales	47	Bacteroidales	Clostridiales	0.193359709248	60	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales	48	Clostridiales	Chromatiales	0.010947373799100001	58	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	0.0	0.0	#8000ff	#8000ff
Chromatiales	49	Chromatiales	Clostridiales	0.010947373799100001	1	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	4.0	#01b3ec	#ff964f
Coriobacteriales	50	Coriobacteriales	Actinomycetales	0.014278600554299999	40	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	4.0	2.0	#ff0000	#4df3ce
Actinomycetales	51	Actinomycetales	Coriobacteriales	0.014278600554299999	44	40	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	1.0	#7effb5	#1996f3
Coriobacteriales	52	Coriobacteriales	Bifidobacteriales	0.9466989322689999	40	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc	4.0	2.0	#ff0000	#4df3ce
Bifidobacteriales	53	Bifidobacteriales	Coriobacteriales	0.9466989322689999	33	40	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc	4.0	2.0	#ff0000	#4df3ce
Coriobacteriales	54	Coriobacteriales	Campylobacterales	0.0836835173823	40	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	4.0	2.0	#ff0000	#4df3ce
Campylobacterales	55	Campylobacterales	Coriobacteriales	0.0836835173823	37	40	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	2.0	1.0	#7effb5	#1996f3
Coriobacteriales	56	Coriobacteriales	Chlamydiales	0.6504389321630001	40	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	4.0	2.0	#ff0000	#4df3ce
Chlamydiales	57	Chlamydiales	Coriobacteriales	0.6504389321630001	8	40	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	4.0	2.0	#ff0000	#4df3ce
Corynebacteriales	58	Corynebacteriales	Actinomycetales	0.511728211321	43	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Actinomycetales	59	Actinomycetales	Corynebacteriales	0.511728211321	44	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Corynebacteriales	60	Corynebacteriales	Burkholderiales	0.305881338714	43	54	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Burkholderiales	61	Burkholderiales	Corynebacteriales	0.305881338714	54	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Corynebacteriales	62	Corynebacteriales	Campylobacterales	0.332357531117	43	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	1.0	#7effb5	#1996f3
Campylobacterales	63	Campylobacterales	Corynebacteriales	0.332357531117	37	43	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Corynebacteriales	64	Corynebacteriales	Cardiobacteriales	0.57281728129	43	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Cardiobacteriales	65	Cardiobacteriales	Corynebacteriales	0.57281728129	20	43	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Corynebacteriales	66	Corynebacteriales	Chroococcales	0.217598748844	43	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	2.0	1.0	#7effb5	#1996f3
Chroococcales	67	Chroococcales	Corynebacteriales	0.217598748844	1	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	2.0	#01b3ec	#4df3ce
Cytophagales	68	Cytophagales	Alteromonadales	0.0279316721691	9	8	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	1.0	4.0	#01b3ec	#ff964f
Alteromonadales	69	Alteromonadales	Cytophagales	0.0279316721691	8	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	4.0	2.0	#ff0000	#4df3ce
Cytophagales	70	Cytophagales	Bacillales	0.0570448195151	9	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	4.0	#01b3ec	#ff964f
Bacillales	71	Bacillales	Cytophagales	0.0570448195151	53	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	4.0	2.0	#ff0000	#4df3ce
Cytophagales	72	Cytophagales	Chlamydiales	0.043318381892099994	9	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	4.0	#01b3ec	#ff964f
Chlamydiales	73	Chlamydiales	Cytophagales	0.043318381892099994	8	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	4.0	2.0	#ff0000	#4df3ce
Cytophagales	74	Cytophagales	Chromatiales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	4.0	#01b3ec	#ff964f
Chromatiales	75	Chromatiales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	4.0	#01b3ec	#ff964f
Desulfovibrionales	76	Desulfovibrionales	Acholeplasmatales	0.49920658647200006	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acholeplasmatales	77	Acholeplasmatales	Desulfovibrionales	0.49920658647200006	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Desulfovibrionales	78	Desulfovibrionales	Acidaminococcales	0.615890557309	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acidaminococcales	79	Acidaminococcales	Desulfovibrionales	0.615890557309	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Desulfovibrionales	80	Desulfovibrionales	Bacteroidales	0.5124031739320001	13	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Bacteroidales	81	Bacteroidales	Desulfovibrionales	0.5124031739320001	60	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Desulfovibrionales	82	Desulfovibrionales	Clostridiales	0.299777132011	13	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales	83	Clostridiales	Desulfovibrionales	0.299777132011	58	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Eggerthellales	84	Eggerthellales	Acholeplasmatales	0.0861247488411	19	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acholeplasmatales	85	Acholeplasmatales	Eggerthellales	0.0861247488411	3	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Eggerthellales	86	Eggerthellales	Acidaminococcales	0.19778561859299998	19	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acidaminococcales	87	Acidaminococcales	Eggerthellales	0.19778561859299998	7	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Eggerthellales	88	Eggerthellales	Bacteroidales	0.33981952159999995	19	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Bacteroidales	89	Bacteroidales	Eggerthellales	0.33981952159999995	60	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Eggerthellales	90	Eggerthellales	Clostridiales	0.522207680578	19	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Clostridiales	91	Clostridiales	Eggerthellales	0.522207680578	58	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Eggerthellales	92	Eggerthellales	Desulfovibrionales	0.617775370386	19	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Desulfovibrionales	93	Desulfovibrionales	Eggerthellales	0.617775370386	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Enterobacteriales	94	Enterobacteriales	Bacteroidales	0.13594879223200002	27	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	5.0	#01b3ec	#ff0000
Bacteroidales	95	Bacteroidales	Enterobacteriales	0.13594879223200002	60	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	0.0	0.0	#8000ff	#8000ff
Enterobacteriales	96	Enterobacteriales	Chroococcales	0.0685659462967	27	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	5.0	#01b3ec	#ff0000
Chroococcales	97	Chroococcales	Enterobacteriales	0.0685659462967	1	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	2.0	#01b3ec	#4df3ce
Enterobacteriales	98	Enterobacteriales	Corynebacteriales	0.018297948317900003	27	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	5.0	#01b3ec	#ff0000
Corynebacteriales	99	Corynebacteriales	Enterobacteriales	0.018297948317900003	43	27	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	2.0	1.0	#7effb5	#1996f3
Enterobacteriales	100	Enterobacteriales	Cytophagales	0.0422444204153	27	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	5.0	#01b3ec	#ff0000
Cytophagales	101	Cytophagales	Enterobacteriales	0.0422444204153	9	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	4.0	#01b3ec	#ff964f
Enterobacteriales	102	Enterobacteriales	Desulfovibrionales	0.0341521747352	27	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	5.0	#01b3ec	#ff0000
Desulfovibrionales	103	Desulfovibrionales	Enterobacteriales	0.0341521747352	13	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	0.0	0.0	#8000ff	#8000ff
Enterobacteriales	104	Enterobacteriales	Eggerthellales	0.0329015893639	27	19	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	5.0	#01b3ec	#ff0000
Eggerthellales	105	Eggerthellales	Enterobacteriales	0.0329015893639	19	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	0.0	0.0	#8000ff	#8000ff
Erysipelotrichales	106	Erysipelotrichales	Acholeplasmatales	0.194677260394	41	3	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Acholeplasmatales	107	Acholeplasmatales	Erysipelotrichales	0.194677260394	3	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	0.0	0.0	#8000ff	#8000ff
Erysipelotrichales	108	Erysipelotrichales	Bacteroidales	0.22048830228500002	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroidales	109	Bacteroidales	Erysipelotrichales	0.22048830228500002	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	0.0	0.0	#8000ff	#8000ff
Erysipelotrichales	110	Erysipelotrichales	Campylobacterales	0.282978508254	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
Campylobacterales	111	Campylobacterales	Erysipelotrichales	0.282978508254	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	2.0	1.0	#7effb5	#1996f3
Erysipelotrichales	112	Erysipelotrichales	Clostridiales	0.181407698312	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Clostridiales	113	Clostridiales	Erysipelotrichales	0.181407698312	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	0.0	0.0	#8000ff	#8000ff
Erysipelotrichales	114	Erysipelotrichales	Coriobacteriales	0.0306501522583	41	40	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
Coriobacteriales	115	Coriobacteriales	Erysipelotrichales	0.0306501522583	40	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	4.0	2.0	#ff0000	#4df3ce
Erysipelotrichales	116	Erysipelotrichales	Eggerthellales	0.08699379651070001	41	19	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Eggerthellales	117	Eggerthellales	Erysipelotrichales	0.08699379651070001	19	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	0.0	0.0	#8000ff	#8000ff
Flavobacteriales	118	Flavobacteriales	Actinomycetales	0.537694497844	35	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Actinomycetales	119	Actinomycetales	Flavobacteriales	0.537694497844	44	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Flavobacteriales	120	Flavobacteriales	Alteromonadales	0.24409817218600002	35	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Alteromonadales	121	Alteromonadales	Flavobacteriales	0.24409817218600002	8	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	2.0	#ff0000	#4df3ce
Flavobacteriales	122	Flavobacteriales	Bacillales	0.0536674615591	35	53	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#1996f3
Bacillales	123	Bacillales	Flavobacteriales	0.0536674615591	53	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	4.0	2.0	#ff0000	#4df3ce
Flavobacteriales	124	Flavobacteriales	Burkholderiales	0.42232944063600003	35	54	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Burkholderiales	125	Burkholderiales	Flavobacteriales	0.42232944063600003	54	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Flavobacteriales	126	Flavobacteriales	Campylobacterales	0.454202194775	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	1.0	#7effb5	#1996f3
Campylobacterales	127	Campylobacterales	Flavobacteriales	0.454202194775	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Flavobacteriales	128	Flavobacteriales	Cardiobacteriales	0.727974903117	35	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Cardiobacteriales	129	Cardiobacteriales	Flavobacteriales	0.727974903117	20	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Flavobacteriales	130	Flavobacteriales	Corynebacteriales	0.651181513274	35	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Corynebacteriales	131	Corynebacteriales	Flavobacteriales	0.651181513274	43	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	1.0	#7effb5	#1996f3
Fusobacteriales	132	Fusobacteriales	Actinomycetales	0.383308949336	33	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Actinomycetales	133	Actinomycetales	Fusobacteriales	0.383308949336	44	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	2.0	1.0	#7effb5	#1996f3
Fusobacteriales	134	Fusobacteriales	Alteromonadales	0.19397586855500001	33	8	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	2.0	1.0	#7effb5	#1996f3
Alteromonadales	135	Alteromonadales	Fusobacteriales	0.19397586855500001	8	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	4.0	2.0	#ff0000	#4df3ce
Fusobacteriales	136	Fusobacteriales	Bacillales	0.145674177173	33	53	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#1996f3
Bacillales	137	Bacillales	Fusobacteriales	0.145674177173	53	33	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	4.0	2.0	#ff0000	#4df3ce
Fusobacteriales	138	Fusobacteriales	Burkholderiales	0.197588275887	33	54	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	2.0	1.0	#7effb5	#1996f3
Burkholderiales	139	Burkholderiales	Fusobacteriales	0.197588275887	54	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	2.0	1.0	#7effb5	#1996f3
Fusobacteriales	140	Fusobacteriales	Campylobacterales	0.507023910248	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	2.0	1.0	#7effb5	#1996f3
Campylobacterales	141	Campylobacterales	Fusobacteriales	0.507023910248	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	2.0	1.0	#7effb5	#1996f3
