	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
13	[Clostridium] symbiosum	[Eubacterium] hallii	0.8089671009630001	9	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	18.0	1.0	#64fbc3	#7610ff
14	[Eubacterium] hallii	[Eubacterium] cellulosolvens	0.8474833250470001	5	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
15	[Eubacterium] cellulosolvens	[Eubacterium] hallii	0.8474833250470001	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
16	[Haemophilus] ducreyi	[Actinobacillus] muris	1.0	14	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
17	[Actinobacillus] muris	[Haemophilus] ducreyi	1.0	2	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
18	[Haemophilus] parasuis	[Actinobacillus] muris	0.904649786433	8	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
19	[Actinobacillus] muris	[Haemophilus] parasuis	0.904649786433	2	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
20	[Haemophilus] parasuis	[Haemophilus] ducreyi	0.904649786433	8	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
21	[Haemophilus] ducreyi	[Haemophilus] parasuis	0.904649786433	14	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
22	[Mannheimia] succiniciproducens	[Actinobacillus] muris	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
23	[Actinobacillus] muris	[Mannheimia] succiniciproducens	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
24	[Mannheimia] succiniciproducens	[Haemophilus] ducreyi	1.0	2	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
25	[Haemophilus] ducreyi	[Mannheimia] succiniciproducens	1.0	14	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
26	[Mannheimia] succiniciproducens	[Haemophilus] parasuis	0.904649786433	2	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
27	[Haemophilus] parasuis	[Mannheimia] succiniciproducens	0.904649786433	8	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
28	[Ruminococcus] gnavus	[Clostridium] citroniae	0.845550819209	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
29	[Clostridium] citroniae	[Ruminococcus] gnavus	0.845550819209	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
30	[Ruminococcus] gnavus	[Eubacterium] cellulosolvens	0.849207288468	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
31	[Eubacterium] cellulosolvens	[Ruminococcus] gnavus	0.849207288468	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
32	Acetivibrio ethanolgignens	[Bacteroides] pectinophilus	0.834894894394	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	18.0	1.0	#64fbc3	#7610ff
33	[Bacteroides] pectinophilus	Acetivibrio ethanolgignens	0.834894894394	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	18.0	1.0	#64fbc3	#7610ff
34	Acidaminococcus sp. BV3L6	Acidaminococcus intestini	1.0	27	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
35	Acidaminococcus intestini	Acidaminococcus sp. BV3L6	1.0	3	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
36	Acidaminococcus sp. HPA0509	Acidaminococcus intestini	1.0	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
37	Acidaminococcus intestini	Acidaminococcus sp. HPA0509	1.0	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
38	Acidaminococcus sp. HPA0509	Acidaminococcus sp. BV3L6	1.0	13	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
39	Acidaminococcus sp. BV3L6	Acidaminococcus sp. HPA0509	1.0	27	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
40	Acidovorax ebreus	Acidovorax delafieldii	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
41	Acidovorax delafieldii	Acidovorax ebreus	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
42	Acidovorax sp. JS42	Acidovorax delafieldii	1.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
43	Acidovorax delafieldii	Acidovorax sp. JS42	1.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
44	Acidovorax sp. JS42	Acidovorax ebreus	1.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
45	Acidovorax ebreus	Acidovorax sp. JS42	1.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	16.0	13.0	#4df3ce	#17cbe4
46	Acinetobacter junii	Acinetobacter baumannii	0.910060547819	7	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
47	Acinetobacter baumannii	Acinetobacter junii	0.910060547819	1	7	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
48	Acinetobacter lwoffii	[Clostridium] leptum	0.990675269375	13	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
49	[Clostridium] leptum	Acinetobacter lwoffii	0.990675269375	17	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
50	Acinetobacter lwoffii	Acinetobacter baumannii	0.905990203502	13	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
51	Acinetobacter baumannii	Acinetobacter lwoffii	0.905990203502	1	13	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
52	Acinetobacter lwoffii	Acinetobacter johnsonii	0.998455064465	13	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
53	Acinetobacter johnsonii	Acinetobacter lwoffii	0.998455064465	1	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
54	Acinetobacter lwoffii	Acinetobacter junii	0.999101953173	13	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
55	Acinetobacter junii	Acinetobacter lwoffii	0.999101953173	7	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
56	Acinetobacter sp. MDS7A	[Clostridium] leptum	0.990675269375	3	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
57	[Clostridium] leptum	Acinetobacter sp. MDS7A	0.990675269375	17	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
58	Acinetobacter sp. MDS7A	Acinetobacter baumannii	0.905990203502	3	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
59	Acinetobacter baumannii	Acinetobacter sp. MDS7A	0.905990203502	1	3	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
60	Acinetobacter sp. MDS7A	Acinetobacter johnsonii	0.998455064465	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
61	Acinetobacter johnsonii	Acinetobacter sp. MDS7A	0.998455064465	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
62	Acinetobacter sp. MDS7A	Acinetobacter junii	0.999101953173	3	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
63	Acinetobacter junii	Acinetobacter sp. MDS7A	0.999101953173	7	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
64	Acinetobacter sp. MDS7A	Acinetobacter lwoffii	1.0	3	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
65	Acinetobacter lwoffii	Acinetobacter sp. MDS7A	1.0	13	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
66	Acinetobacter towneri	[Clostridium] leptum	0.900322407537	6	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
67	[Clostridium] leptum	Acinetobacter towneri	0.900322407537	17	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
68	Acinetobacter towneri	Acinetobacter baumannii	0.817136225653	6	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
69	Acinetobacter baumannii	Acinetobacter towneri	0.817136225653	1	6	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	11.0	6.0	#0dc2e8	#3c68f9
70	Acinetobacter towneri	Acinetobacter johnsonii	0.909478800746	6	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
71	Acinetobacter johnsonii	Acinetobacter towneri	0.909478800746	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
72	Acinetobacter towneri	Acinetobacter junii	0.925034560711	6	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
73	Acinetobacter junii	Acinetobacter towneri	0.925034560711	7	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
74	Acinetobacter towneri	Acinetobacter lwoffii	0.91132040131	6	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
75	Acinetobacter lwoffii	Acinetobacter towneri	0.91132040131	13	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
76	Acinetobacter towneri	Acinetobacter sp. MDS7A	0.91132040131	6	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
77	Acinetobacter sp. MDS7A	Acinetobacter towneri	0.91132040131	3	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
78	Actinobacillus minor	[Actinobacillus] muris	0.981941229198	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
79	[Actinobacillus] muris	Actinobacillus minor	0.981941229198	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
80	Actinobacillus minor	[Haemophilus] ducreyi	0.981941229198	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
81	[Haemophilus] ducreyi	Actinobacillus minor	0.981941229198	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
82	Actinobacillus minor	[Haemophilus] parasuis	0.962655385649	1	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
83	[Haemophilus] parasuis	Actinobacillus minor	0.962655385649	8	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
84	Actinobacillus minor	[Mannheimia] succiniciproducens	0.981941229198	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
85	[Mannheimia] succiniciproducens	Actinobacillus minor	0.981941229198	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
86	Actinobacillus pleuropneumoniae	[Actinobacillus] muris	0.809173593713	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
87	[Actinobacillus] muris	Actinobacillus pleuropneumoniae	0.809173593713	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
88	Actinobacillus pleuropneumoniae	[Haemophilus] ducreyi	0.809173593713	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
89	[Haemophilus] ducreyi	Actinobacillus pleuropneumoniae	0.809173593713	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
90	Actinobacillus pleuropneumoniae	[Haemophilus] parasuis	0.82190295992	1	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
91	[Haemophilus] parasuis	Actinobacillus pleuropneumoniae	0.82190295992	8	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
92	Actinobacillus pleuropneumoniae	[Mannheimia] succiniciproducens	0.809173593713	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
93	[Mannheimia] succiniciproducens	Actinobacillus pleuropneumoniae	0.809173593713	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
94	Actinobacillus ureae	[Actinobacillus] muris	0.982272718687	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
95	[Actinobacillus] muris	Actinobacillus ureae	0.982272718687	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	24.0	0.0	#b2f396	#8000ff
96	Actinobacillus ureae	[Haemophilus] ducreyi	0.982272718687	5	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
97	[Haemophilus] ducreyi	Actinobacillus ureae	0.982272718687	14	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
98	Actinobacillus ureae	[Haemophilus] parasuis	0.906789501012	5	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
99	[Haemophilus] parasuis	Actinobacillus ureae	0.906789501012	8	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
100	Actinobacillus ureae	[Mannheimia] succiniciproducens	0.982272718687	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
101	[Mannheimia] succiniciproducens	Actinobacillus ureae	0.982272718687	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
102	Actinobacillus ureae	Actinobacillus minor	0.973630499769	5	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
103	Actinobacillus minor	Actinobacillus ureae	0.973630499769	1	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#5a3bfd	#8000ff
104	Actinomyces georgiae	[Eubacterium] infirmum	0.885385027671	5	16	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	35.0	8.0	#ff6232	#2489f5
105	[Eubacterium] infirmum	Actinomyces georgiae	0.885385027671	16	5	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	35.0	8.0	#ff6232	#2489f5
106	Actinomyces sp. ICM54	Actinomyces sp. HPA0247	0.956457795996	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
107	Actinomyces sp. HPA0247	Actinomyces sp. ICM54	0.956457795996	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
108	Actinomyces sp. ICM58	Actinomyces sp. ICM54	0.829870245075	9	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
109	Actinomyces sp. ICM54	Actinomyces sp. ICM58	0.829870245075	1	9	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
110	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM54	0.849531836578	17	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
111	Actinomyces sp. ICM54	Actinomyces sp. oral taxon 172	0.849531836578	1	17	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
112	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM58	0.944917784537	17	9	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
113	Actinomyces sp. ICM58	Actinomyces sp. oral taxon 172	0.944917784537	9	17	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	21.0	18.0	#8bfeae	#50f4cc
114	Actinomyces sp. oral taxon 877	Actinomyces slackii	0.885030724307	23	25	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	33.0	10.0	#ff8646	#0ea5ef
115	Actinomyces slackii	Actinomyces sp. oral taxon 877	0.885030724307	25	23	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	33.0	10.0	#ff8646	#0ea5ef
116	Actinomyces sp. ph3	Actinomyces sp. oral taxon 181	0.943395181625	6	10	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	21.0	18.0	#8bfeae	#50f4cc
117	Actinomyces sp. oral taxon 181	Actinomyces sp. ph3	0.943395181625	10	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	21.0	18.0	#8bfeae	#50f4cc
118	Adlercreutzia equolifaciens	[Clostridium] symbiosum	0.80399721955	12	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
119	[Clostridium] symbiosum	Adlercreutzia equolifaciens	0.80399721955	9	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	18.0	1.0	#64fbc3	#7610ff
120	Adlercreutzia equolifaciens	[Eubacterium] hallii	0.966651623185	12	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
121	[Eubacterium] hallii	Adlercreutzia equolifaciens	0.966651623185	5	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
122	Alistipes indistinctus	Acidaminococcus intestini	0.8642031643960001	6	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
123	Acidaminococcus intestini	Alistipes indistinctus	0.8642031643960001	3	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
124	Alistipes indistinctus	Acidaminococcus sp. BV3L6	0.8642031643960001	6	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
125	Acidaminococcus sp. BV3L6	Alistipes indistinctus	0.8642031643960001	27	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
126	Alistipes indistinctus	Acidaminococcus sp. HPA0509	0.8642031643960001	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
127	Acidaminococcus sp. HPA0509	Alistipes indistinctus	0.8642031643960001	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
128	Alistipes obesi	Acidaminococcus intestini	0.811044026427	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
129	Acidaminococcus intestini	Alistipes obesi	0.811044026427	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
130	Alistipes obesi	Acidaminococcus sp. BV3L6	0.811044026427	2	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
131	Acidaminococcus sp. BV3L6	Alistipes obesi	0.811044026427	27	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
132	Alistipes obesi	Acidaminococcus sp. HPA0509	0.811044026427	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
133	Acidaminococcus sp. HPA0509	Alistipes obesi	0.811044026427	13	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	32.0	11.0	#ff964f	#01b3ec
134	Alistipes onderdonkii	[Clostridium] citroniae	0.901469224753	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
135	[Clostridium] citroniae	Alistipes onderdonkii	0.901469224753	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
136	Alistipes onderdonkii	[Eubacterium] cellulosolvens	0.901204321935	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	10.0	1.0	#01b3ec	#7610ff
