source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus	11	Actinobacillus	Pasteurella	2.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5	0.0	1.0	#8000ff	#5247fc
Peptostreptococcus	12	Peptostreptococcus	Lachnoanaerobaculum	4.0	5	5	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	5	1.0	9.0	#4e4dfc	#ff8c49
Lachnoanaerobaculum	13	Lachnoanaerobaculum	Peptostreptococcus	4.0	5	5	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	5	1.0	9.0	#4e4dfc	#ff8c49
Propionibacterium	14	Propionibacterium	Abiotrophia	3.0	3	3	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	5	5.0	0.0	#7effb5	#8000ff
Abiotrophia	15	Abiotrophia	Propionibacterium	3.0	3	3	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5	5.0	0.0	#7effb5	#8000ff
Rothia	16	Rothia	Peptoniphilus	5.0	5	5	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5	8.0	11.0	#ff964f	#ff0000
Peptoniphilus	17	Peptoniphilus	Rothia	5.0	5	5	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	5	8.0	11.0	#ff964f	#ff0000
Sanguibacter	18	Sanguibacter	Atopobium	4.0	5	5	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	5	4.0	2.0	#4df3ce	#2489f5
Atopobium	19	Atopobium	Sanguibacter	4.0	5	5	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	5	4.0	2.0	#4df3ce	#2489f5
Sanguibacter	20	Sanguibacter	Kytococcus	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Kytococcus	21	Kytococcus	Sanguibacter	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Solobacterium	22	Solobacterium	Leptotrichia	4.0	5	5	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	5	10.0	10.0	#ff0000	#ff4a26
Leptotrichia	23	Leptotrichia	Solobacterium	4.0	5	5	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	5	10.0	10.0	#ff0000	#ff4a26
Streptococcus	24	Streptococcus	Carnobacterium	4.0	5	5	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Carnobacterium	25	Carnobacterium	Streptococcus	4.0	5	5	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Treponema	26	Treponema	Carnobacterium	4.0	5	5	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Carnobacterium	27	Carnobacterium	Treponema	4.0	5	5	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Treponema	28	Treponema	Granulicatella	4.0	5	5	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Granulicatella	29	Granulicatella	Treponema	4.0	5	5	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Treponema	30	Treponema	Streptococcus	4.0	5	5	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Streptococcus	31	Streptococcus	Treponema	4.0	5	5	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5	7.0	5.0	#e4cf74	#66fcc2
Trueperella	32	Trueperella	Atopobium	4.0	5	5	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	5	4.0	2.0	#4df3ce	#2489f5
Atopobium	33	Atopobium	Trueperella	4.0	5	5	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	5	4.0	2.0	#4df3ce	#2489f5
Trueperella	34	Trueperella	Kytococcus	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Kytococcus	35	Kytococcus	Trueperella	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Trueperella	36	Trueperella	Sanguibacter	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Sanguibacter	37	Sanguibacter	Trueperella	4.0	5	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	5	4.0	2.0	#4df3ce	#2489f5
Varibaculum	38	Varibaculum	Filifactor	2.0	2	2	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	5	1.0	8.0	#4e4dfc	#f2c26b
Filifactor	39	Filifactor	Varibaculum	2.0	2	2	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	5	1.0	8.0	#4e4dfc	#f2c26b
