source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Johnsonella	71	Johnsonella	Staphylococcus	3.0	5	3	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	8	4.0	5.0	#4df3ce	#ecc86f
Stomatobaculum	72	Stomatobaculum	Filifactor	2.0	3	3	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8	8.0	3.0	#ff964f	#5af8c8
Filifactor	73	Filifactor	Stomatobaculum	2.0	3	3	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8	8.0	3.0	#ff964f	#5af8c8
Streptococcus	74	Streptococcus	Granulicatella	5.0	8	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8	1.0	2.0	#4e4dfc	#10c6e6
Granulicatella	75	Granulicatella	Streptococcus	5.0	8	8	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8	1.0	2.0	#4e4dfc	#10c6e6
Streptococcus	76	Streptococcus	Staphylococcus	3.0	8	3	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8	1.0	2.0	#4e4dfc	#10c6e6
Staphylococcus	77	Staphylococcus	Streptococcus	3.0	3	8	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8	1.0	2.0	#4e4dfc	#10c6e6
Treponema	78	Treponema	Catonella	4.0	8	6	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	8	5.0	5.0	#7effb5	#ecc86f
Catonella	79	Catonella	Treponema	4.0	6	8	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	8	5.0	5.0	#7effb5	#ecc86f
Treponema	80	Treponema	Selenomonas	4.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	8	5.0	5.0	#7effb5	#ecc86f
Selenomonas	81	Selenomonas	Treponema	4.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8	5.0	5.0	#7effb5	#ecc86f
Veillonella	82	Veillonella	Paraprevotella	6.0	8	8	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	8	0.0	7.0	#8000ff	#ff0000
Paraprevotella	83	Paraprevotella	Veillonella	6.0	8	8	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	8	0.0	7.0	#8000ff	#ff0000
