	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	num_samps
25	[Haemophilus] ducreyi	[Mannheimia] succiniciproducens	1.0	14	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
26	[Mannheimia] succiniciproducens	[Haemophilus] parasuis	0.904649786433	2	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
27	[Haemophilus] parasuis	[Mannheimia] succiniciproducens	0.904649786433	8	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
28	[Ruminococcus] gnavus	[Clostridium] citroniae	0.845550819209	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
29	[Clostridium] citroniae	[Ruminococcus] gnavus	0.845550819209	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
30	[Ruminococcus] gnavus	[Eubacterium] cellulosolvens	0.849207288468	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
31	[Eubacterium] cellulosolvens	[Ruminococcus] gnavus	0.849207288468	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
32	Acetivibrio ethanolgignens	[Bacteroides] pectinophilus	0.834894894394	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
33	[Bacteroides] pectinophilus	Acetivibrio ethanolgignens	0.834894894394	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
34	Acidaminococcus sp. BV3L6	Acidaminococcus intestini	1.0	27	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
35	Acidaminococcus intestini	Acidaminococcus sp. BV3L6	1.0	3	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
36	Acidaminococcus sp. HPA0509	Acidaminococcus intestini	1.0	13	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
37	Acidaminococcus intestini	Acidaminococcus sp. HPA0509	1.0	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
38	Acidaminococcus sp. HPA0509	Acidaminococcus sp. BV3L6	1.0	13	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
39	Acidaminococcus sp. BV3L6	Acidaminococcus sp. HPA0509	1.0	27	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
40	Acidovorax ebreus	Acidovorax delafieldii	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
41	Acidovorax delafieldii	Acidovorax ebreus	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
42	Acidovorax sp. JS42	Acidovorax delafieldii	1.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
43	Acidovorax delafieldii	Acidovorax sp. JS42	1.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
44	Acidovorax sp. JS42	Acidovorax ebreus	1.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
45	Acidovorax ebreus	Acidovorax sp. JS42	1.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
46	Acinetobacter junii	Acinetobacter baumannii	0.910060547819	7	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
47	Acinetobacter baumannii	Acinetobacter junii	0.910060547819	1	7	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
48	Acinetobacter lwoffii	[Clostridium] leptum	0.990675269375	13	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
49	[Clostridium] leptum	Acinetobacter lwoffii	0.990675269375	17	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
50	Acinetobacter lwoffii	Acinetobacter baumannii	0.905990203502	13	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
51	Acinetobacter baumannii	Acinetobacter lwoffii	0.905990203502	1	13	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
52	Acinetobacter lwoffii	Acinetobacter johnsonii	0.998455064465	13	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
53	Acinetobacter johnsonii	Acinetobacter lwoffii	0.998455064465	1	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
54	Acinetobacter lwoffii	Acinetobacter junii	0.999101953173	13	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
55	Acinetobacter junii	Acinetobacter lwoffii	0.999101953173	7	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
56	Acinetobacter sp. MDS7A	[Clostridium] leptum	0.990675269375	3	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
57	[Clostridium] leptum	Acinetobacter sp. MDS7A	0.990675269375	17	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
58	Acinetobacter sp. MDS7A	Acinetobacter baumannii	0.905990203502	3	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
59	Acinetobacter baumannii	Acinetobacter sp. MDS7A	0.905990203502	1	3	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
60	Acinetobacter sp. MDS7A	Acinetobacter johnsonii	0.998455064465	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
61	Acinetobacter johnsonii	Acinetobacter sp. MDS7A	0.998455064465	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
62	Acinetobacter sp. MDS7A	Acinetobacter junii	0.999101953173	3	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
63	Acinetobacter junii	Acinetobacter sp. MDS7A	0.999101953173	7	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
64	Acinetobacter sp. MDS7A	Acinetobacter lwoffii	1.0	3	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
65	Acinetobacter lwoffii	Acinetobacter sp. MDS7A	1.0	13	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
66	Acinetobacter towneri	[Clostridium] leptum	0.900322407537	6	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
67	[Clostridium] leptum	Acinetobacter towneri	0.900322407537	17	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
68	Acinetobacter towneri	Acinetobacter baumannii	0.817136225653	6	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
69	Acinetobacter baumannii	Acinetobacter towneri	0.817136225653	1	6	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
70	Acinetobacter towneri	Acinetobacter johnsonii	0.909478800746	6	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
71	Acinetobacter johnsonii	Acinetobacter towneri	0.909478800746	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
72	Acinetobacter towneri	Acinetobacter junii	0.925034560711	6	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
73	Acinetobacter junii	Acinetobacter towneri	0.925034560711	7	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
74	Acinetobacter towneri	Acinetobacter lwoffii	0.91132040131	6	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
75	Acinetobacter lwoffii	Acinetobacter towneri	0.91132040131	13	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
76	Acinetobacter towneri	Acinetobacter sp. MDS7A	0.91132040131	6	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
77	Acinetobacter sp. MDS7A	Acinetobacter towneri	0.91132040131	3	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
78	Actinobacillus minor	[Actinobacillus] muris	0.981941229198	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
79	[Actinobacillus] muris	Actinobacillus minor	0.981941229198	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
80	Actinobacillus minor	[Haemophilus] ducreyi	0.981941229198	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
81	[Haemophilus] ducreyi	Actinobacillus minor	0.981941229198	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
82	Actinobacillus minor	[Haemophilus] parasuis	0.962655385649	1	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
83	[Haemophilus] parasuis	Actinobacillus minor	0.962655385649	8	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
84	Actinobacillus minor	[Mannheimia] succiniciproducens	0.981941229198	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
85	[Mannheimia] succiniciproducens	Actinobacillus minor	0.981941229198	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
86	Actinobacillus pleuropneumoniae	[Actinobacillus] muris	0.809173593713	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
87	[Actinobacillus] muris	Actinobacillus pleuropneumoniae	0.809173593713	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
88	Actinobacillus pleuropneumoniae	[Haemophilus] ducreyi	0.809173593713	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
89	[Haemophilus] ducreyi	Actinobacillus pleuropneumoniae	0.809173593713	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
90	Actinobacillus pleuropneumoniae	[Haemophilus] parasuis	0.82190295992	1	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
91	[Haemophilus] parasuis	Actinobacillus pleuropneumoniae	0.82190295992	8	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
92	Actinobacillus pleuropneumoniae	[Mannheimia] succiniciproducens	0.809173593713	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
93	[Mannheimia] succiniciproducens	Actinobacillus pleuropneumoniae	0.809173593713	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
94	Actinobacillus ureae	[Actinobacillus] muris	0.982272718687	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
95	[Actinobacillus] muris	Actinobacillus ureae	0.982272718687	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
96	Actinobacillus ureae	[Haemophilus] ducreyi	0.982272718687	5	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
97	[Haemophilus] ducreyi	Actinobacillus ureae	0.982272718687	14	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
98	Actinobacillus ureae	[Haemophilus] parasuis	0.906789501012	5	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
99	[Haemophilus] parasuis	Actinobacillus ureae	0.906789501012	8	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
100	Actinobacillus ureae	[Mannheimia] succiniciproducens	0.982272718687	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
101	[Mannheimia] succiniciproducens	Actinobacillus ureae	0.982272718687	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
102	Actinobacillus ureae	Actinobacillus minor	0.973630499769	5	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
103	Actinobacillus minor	Actinobacillus ureae	0.973630499769	1	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	58
104	Actinomyces georgiae	[Eubacterium] infirmum	0.885385027671	5	16	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	58
105	[Eubacterium] infirmum	Actinomyces georgiae	0.885385027671	16	5	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	58
106	Actinomyces sp. ICM54	Actinomyces sp. HPA0247	0.956457795996	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
107	Actinomyces sp. HPA0247	Actinomyces sp. ICM54	0.956457795996	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
108	Actinomyces sp. ICM58	Actinomyces sp. ICM54	0.829870245075	9	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
109	Actinomyces sp. ICM54	Actinomyces sp. ICM58	0.829870245075	1	9	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
110	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM54	0.849531836578	17	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
111	Actinomyces sp. ICM54	Actinomyces sp. oral taxon 172	0.849531836578	1	17	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
112	Actinomyces sp. oral taxon 172	Actinomyces sp. ICM58	0.944917784537	17	9	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
113	Actinomyces sp. ICM58	Actinomyces sp. oral taxon 172	0.944917784537	9	17	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	58
114	Actinomyces sp. oral taxon 877	Actinomyces slackii	0.885030724307	23	25	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	58
115	Actinomyces slackii	Actinomyces sp. oral taxon 877	0.885030724307	25	23	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	58
116	Actinomyces sp. ph3	Actinomyces sp. oral taxon 181	0.943395181625	6	10	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	58
117	Actinomyces sp. oral taxon 181	Actinomyces sp. ph3	0.943395181625	10	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	58
118	Adlercreutzia equolifaciens	[Clostridium] symbiosum	0.80399721955	12	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
119	[Clostridium] symbiosum	Adlercreutzia equolifaciens	0.80399721955	9	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
120	Adlercreutzia equolifaciens	[Eubacterium] hallii	0.966651623185	12	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
121	[Eubacterium] hallii	Adlercreutzia equolifaciens	0.966651623185	5	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
122	Alistipes indistinctus	Acidaminococcus intestini	0.864203164396	6	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
123	Acidaminococcus intestini	Alistipes indistinctus	0.864203164396	3	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
124	Alistipes indistinctus	Acidaminococcus sp. BV3L6	0.864203164396	6	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
125	Acidaminococcus sp. BV3L6	Alistipes indistinctus	0.864203164396	27	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
126	Alistipes indistinctus	Acidaminococcus sp. HPA0509	0.864203164396	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
127	Acidaminococcus sp. HPA0509	Alistipes indistinctus	0.864203164396	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
128	Alistipes obesi	Acidaminococcus intestini	0.811044026427	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
129	Acidaminococcus intestini	Alistipes obesi	0.811044026427	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
130	Alistipes obesi	Acidaminococcus sp. BV3L6	0.811044026427	2	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
131	Acidaminococcus sp. BV3L6	Alistipes obesi	0.811044026427	27	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
132	Alistipes obesi	Acidaminococcus sp. HPA0509	0.811044026427	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
133	Acidaminococcus sp. HPA0509	Alistipes obesi	0.811044026427	13	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
134	Alistipes onderdonkii	[Clostridium] citroniae	0.901469224753	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
135	[Clostridium] citroniae	Alistipes onderdonkii	0.901469224753	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
136	Alistipes onderdonkii	[Eubacterium] cellulosolvens	0.901204321935	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
137	[Eubacterium] cellulosolvens	Alistipes onderdonkii	0.901204321935	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
138	Alistipes sp. AL-1	[Clostridium] asparagiforme	0.844936927629	21	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
139	[Clostridium] asparagiforme	Alistipes sp. AL-1	0.844936927629	10	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
140	Alistipes timonensis	[Clostridium] scindens	0.901441992547	21	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
141	[Clostridium] scindens	Alistipes timonensis	0.901441992547	2	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
142	Alistipes timonensis	[Clostridium] spiroforme	0.844640098114	21	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
143	[Clostridium] spiroforme	Alistipes timonensis	0.844640098114	1	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	58
144	Aliterella atlantica	[Clostridium] leptum	0.990675269375	11	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
145	[Clostridium] leptum	Aliterella atlantica	0.990675269375	17	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
146	Aliterella atlantica	Acinetobacter baumannii	0.905990203502	11	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
147	Acinetobacter baumannii	Aliterella atlantica	0.905990203502	1	11	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
148	Aliterella atlantica	Acinetobacter johnsonii	0.998455064465	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
149	Acinetobacter johnsonii	Aliterella atlantica	0.998455064465	1	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
150	Aliterella atlantica	Acinetobacter junii	0.999101953173	11	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
151	Acinetobacter junii	Aliterella atlantica	0.999101953173	7	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
152	Aliterella atlantica	Acinetobacter lwoffii	1.0	11	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
153	Acinetobacter lwoffii	Aliterella atlantica	1.0	13	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
154	Aliterella atlantica	Acinetobacter sp. MDS7A	1.0	11	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
155	Acinetobacter sp. MDS7A	Aliterella atlantica	1.0	3	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
156	Aliterella atlantica	Acinetobacter towneri	0.91132040131	11	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
157	Acinetobacter towneri	Aliterella atlantica	0.91132040131	6	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
158	alpha proteobacterium LLX12A	[Clostridium] leptum	0.990675269375	12	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
159	[Clostridium] leptum	alpha proteobacterium LLX12A	0.990675269375	17	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
160	alpha proteobacterium LLX12A	Acinetobacter baumannii	0.905990203502	12	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	58
161	Acinetobacter baumannii	alpha proteobacterium LLX12A	0.905990203502	1	12	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	58
162	alpha proteobacterium LLX12A	Acinetobacter johnsonii	0.998455064465	12	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
163	Acinetobacter johnsonii	alpha proteobacterium LLX12A	0.998455064465	1	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
164	alpha proteobacterium LLX12A	Acinetobacter junii	0.999101953173	12	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
165	Acinetobacter junii	alpha proteobacterium LLX12A	0.999101953173	7	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
166	alpha proteobacterium LLX12A	Acinetobacter lwoffii	1.0	12	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
167	Acinetobacter lwoffii	alpha proteobacterium LLX12A	1.0	13	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
168	alpha proteobacterium LLX12A	Acinetobacter sp. MDS7A	1.0	12	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
169	Acinetobacter sp. MDS7A	alpha proteobacterium LLX12A	1.0	3	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
170	alpha proteobacterium LLX12A	Acinetobacter towneri	0.91132040131	12	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
171	Acinetobacter towneri	alpha proteobacterium LLX12A	0.91132040131	6	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
172	alpha proteobacterium LLX12A	Aliterella atlantica	1.0	12	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	58
