	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
38	Citrobacter	Afipia	0.947204968944	1	36	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
39	Afipia	Citrobacter	0.947204968944	36	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
40	Citrobacter	Bradyrhizobium	1.0	1	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
41	Bradyrhizobium	Citrobacter	1.0	2	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
42	Conchiformibius	Afipia	0.84143240311	20	36	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
43	Afipia	Conchiformibius	0.84143240311	36	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
44	Conchiformibius	Bradyrhizobium	0.892841614772	20	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
45	Bradyrhizobium	Conchiformibius	0.892841614772	2	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
46	Conchiformibius	Citrobacter	0.892841614772	20	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
47	Citrobacter	Conchiformibius	0.892841614772	1	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
48	Crocosphaera	Arcanobacterium	0.969895294641	23	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
49	Arcanobacterium	Crocosphaera	0.969895294641	11	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
50	Crocosphaera	Aureimonas	1.0	23	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
51	Aureimonas	Crocosphaera	1.0	10	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
52	Dechloromonas	Alicycliphilus	0.99386155515	6	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
53	Alicycliphilus	Dechloromonas	0.99386155515	4	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
54	Dehalobacter	Actinobacillus	0.989910959455	14	22	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
55	Actinobacillus	Dehalobacter	0.989910959455	22	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
56	Dehalobacter	Avibacterium	0.809039834956	14	13	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
57	Avibacterium	Dehalobacter	0.809039834956	13	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
58	Dehalobacter	Basfia	1.0	14	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
59	Basfia	Dehalobacter	1.0	3	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
60	Dehalobacter	Bibersteinia	0.946963109332	14	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
61	Bibersteinia	Dehalobacter	0.946963109332	1	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
62	Delftia	Acinetobacter	0.996269364243	7	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
63	Acinetobacter	Delftia	0.996269364243	11	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
64	Delftia	Aliterella	1.0	7	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
65	Aliterella	Delftia	1.0	20	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
66	Delftia	Arthrobacter	1.0	7	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
67	Arthrobacter	Delftia	1.0	1	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
68	Delftia	Azohydromonas	1.0	7	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
69	Azohydromonas	Delftia	1.0	2	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#2489f5	#5641fd
70	Desulfotomaculum	Anaerofustis	1.0	12	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
71	Anaerofustis	Desulfotomaculum	1.0	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
72	Desulfovibrio	Anaerofustis	0.997686125607	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
73	Anaerofustis	Desulfovibrio	0.997686125607	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
74	Desulfovibrio	Desulfotomaculum	0.997686125607	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
75	Desulfotomaculum	Desulfovibrio	0.997686125607	12	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
76	Echinicola	Actinobacillus	0.989910959455	3	22	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
77	Actinobacillus	Echinicola	0.989910959455	22	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
78	Echinicola	Avibacterium	0.809039834956	3	13	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
79	Avibacterium	Echinicola	0.809039834956	13	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
80	Echinicola	Basfia	1.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
81	Basfia	Echinicola	1.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
82	Echinicola	Bibersteinia	0.946963109332	3	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
83	Bibersteinia	Echinicola	0.946963109332	1	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
84	Echinicola	Dehalobacter	1.0	3	14	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
85	Dehalobacter	Echinicola	1.0	14	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	9.0	3.0	#50f4cc	#425ffa
86	Eggerthella	Catabacter	0.94284730416	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
87	Catabacter	Eggerthella	0.94284730416	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
88	Elizabethkingia	Alicycliphilus	1.0	5	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
89	Alicycliphilus	Elizabethkingia	1.0	4	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
90	Elizabethkingia	Dechloromonas	0.99386155515	5	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
91	Dechloromonas	Elizabethkingia	0.99386155515	6	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8.0	7.0	#38e7d7	#14cae5
92	Enhydrobacter	Bosea	0.992246133193	18	14	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
93	Bosea	Enhydrobacter	0.992246133193	14	18	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
94	Enterorhabdus	Cellulomonas	0.95158108575	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	16.0	#96fca7	#d4dd80
95	Cellulomonas	Enterorhabdus	0.95158108575	10	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	16.0	#96fca7	#d4dd80
96	Erysipelatoclostridium	Catabacter	0.977610339885	4	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
97	Catabacter	Erysipelatoclostridium	0.977610339885	3	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
98	Erysipelatoclostridium	Eggerthella	0.953050707075	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
99	Eggerthella	Erysipelatoclostridium	0.953050707075	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
100	Escherichia	Enterorhabdus	0.999265596351	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	16.0	#96fca7	#d4dd80
101	Enterorhabdus	Escherichia	0.999265596351	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	16.0	#96fca7	#d4dd80
102	Exiguobacterium	Arcanobacterium	0.9500639412	2	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
103	Arcanobacterium	Exiguobacterium	0.9500639412	11	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
104	Exiguobacterium	Aureimonas	0.980451337463	2	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
105	Aureimonas	Exiguobacterium	0.980451337463	10	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
106	Exiguobacterium	Crocosphaera	0.980451337463	2	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
107	Crocosphaera	Exiguobacterium	0.980451337463	23	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
108	Facklamia	Brevibacterium	0.948129316401	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	15.0	5.0	#dbd87b	#169bf2
109	Brevibacterium	Facklamia	0.948129316401	3	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	15.0	5.0	#dbd87b	#169bf2
110	Facklamia	Burkholderia	0.948129316401	1	10	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	15.0	5.0	#dbd87b	#169bf2
111	Burkholderia	Facklamia	0.948129316401	10	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	15.0	5.0	#dbd87b	#169bf2
112	Faecalicoccus	Catabacter	1.0	4	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
113	Catabacter	Faecalicoccus	1.0	3	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
114	Faecalicoccus	Eggerthella	0.94284730416	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
115	Eggerthella	Faecalicoccus	0.94284730416	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
116	Faecalicoccus	Erysipelatoclostridium	0.977610339885	4	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
117	Erysipelatoclostridium	Faecalicoccus	0.977610339885	4	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	14.0	#5247fc	#a8f79c
118	Faecalitalea	Anaerotruncus	0.8324165321320001	41	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	14.0	0.0	#c4e88a	#8000ff
119	Anaerotruncus	Faecalitalea	0.8324165321320001	1	41	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	14.0	0.0	#c4e88a	#8000ff
120	Faecalitalea	Butyricicoccus	0.884178857411	41	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	14.0	0.0	#c4e88a	#8000ff
121	Butyricicoccus	Faecalitalea	0.884178857411	19	41	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	14.0	0.0	#c4e88a	#8000ff
122	Fenollaria	Bosea	1.0	5	14	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
123	Bosea	Fenollaria	1.0	14	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
124	Fenollaria	Enhydrobacter	0.992246133193	5	18	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
125	Enhydrobacter	Fenollaria	0.992246133193	18	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7.0	11.0	#22d6e0	#68fcc1
126	Flavobacterium	Afipia	0.947204968944	2	36	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
127	Afipia	Flavobacterium	0.947204968944	36	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
128	Flavobacterium	Bradyrhizobium	1.0	2	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
129	Bradyrhizobium	Flavobacterium	1.0	2	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
130	Flavobacterium	Citrobacter	1.0	2	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
131	Citrobacter	Flavobacterium	1.0	1	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
132	Flavobacterium	Conchiformibius	0.892841614772	2	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
133	Conchiformibius	Flavobacterium	0.892841614772	20	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	5.0	6.0	#0ea5ef	#01b3ec
134	Gallibacterium	Actinobacillus	0.92479441659	3	22	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
135	Actinobacillus	Gallibacterium	0.92479441659	22	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
136	Gallibacterium	Avibacterium	0.8883416084729999	3	13	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
137	Avibacterium	Gallibacterium	0.8883416084729999	13	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
138	Gallibacterium	Basfia	0.910134185936	3	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
139	Basfia	Gallibacterium	0.910134185936	3	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
140	Gallibacterium	Bibersteinia	0.922289352769	3	1	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
141	Bibersteinia	Gallibacterium	0.922289352769	1	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
142	Gallibacterium	Dehalobacter	0.910134185936	3	14	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
143	Dehalobacter	Gallibacterium	0.910134185936	14	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
144	Gallibacterium	Echinicola	0.910134185936	3	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	9.0	3.0	#50f4cc	#425ffa
145	Echinicola	Gallibacterium	0.910134185936	3	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	9.0	3.0	#50f4cc	#425ffa
146	Gordonibacter	Adlercreutzia	0.8463734149109999	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
147	Adlercreutzia	Gordonibacter	0.8463734149109999	9	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
148	Gordonibacter	Anaerofustis	0.876028033346	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
149	Anaerofustis	Gordonibacter	0.876028033346	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
150	Gordonibacter	Desulfotomaculum	0.876028033346	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
151	Desulfotomaculum	Gordonibacter	0.876028033346	12	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
152	Gordonibacter	Desulfovibrio	0.871558497875	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
153	Desulfovibrio	Gordonibacter	0.871558497875	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	21.0	4.0	#ff2613	#2c7ef7
154	Gulbenkiania	Arcanobacterium	0.969895294641	3	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
155	Arcanobacterium	Gulbenkiania	0.969895294641	11	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	19.0	10.0	#ff6b37	#54f6cb
