source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Bacilli	23	Bacilli	Chlamydiia	1.0	61	8	Mid_vagina	Attached	Intertype	#18cde4	#4e4dfc	#cccccc	2.0	1.0	#425ffa	#ff0000
Chlamydiia	24	Chlamydiia	Bacteroidia	2.0	8	60	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	11.0	0.0	#ded579	#8000ff
Bacteroidia	25	Bacteroidia	Chlamydiia	2.0	60	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	4.0	0.0	#01b3ec	#8000ff
Chlamydiia	26	Chlamydiia	Betaproteobacteria	2.0	8	56	Attached	Throat	Intertype	#4e4dfc	#ff5029	#cccccc	11.0	0.0	#ded579	#8000ff
Betaproteobacteria	27	Betaproteobacteria	Chlamydiia	2.0	56	8	Throat	Attached	Intertype	#ff5029	#4e4dfc	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Clostridia	28	Clostridia	Actinobacteria	4.0	58	61	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	1.0	#622ffe	#ff0000
Actinobacteria	29	Actinobacteria	Clostridia	4.0	61	58	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	15.0	0.0	#ff3219	#8000ff
Clostridia	30	Clostridia	Alphaproteobacteria	2.0	58	34	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#622ffe	#ff0000
Alphaproteobacteria	31	Alphaproteobacteria	Clostridia	2.0	34	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Clostridia	32	Clostridia	Bacilli	7.0	58	61	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	1.0	#622ffe	#ff0000
Bacilli	33	Bacilli	Clostridia	7.0	61	58	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	2.0	1.0	#425ffa	#ff0000
Clostridia	34	Clostridia	Bacteroidia	5.0	58	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#622ffe	#ff0000
Bacteroidia	35	Bacteroidia	Clostridia	5.0	60	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#01b3ec	#8000ff
Clostridia	36	Clostridia	Betaproteobacteria	1.0	58	56	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	1.0	#622ffe	#ff0000
Betaproteobacteria	37	Betaproteobacteria	Clostridia	1.0	56	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Coriobacteriia	38	Coriobacteriia	Actinobacteria	6.0	41	61	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	10.0	1.0	#beec8e	#ff0000
Actinobacteria	39	Actinobacteria	Coriobacteriia	6.0	61	41	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	15.0	0.0	#ff3219	#8000ff
Coriobacteriia	40	Coriobacteriia	Alphaproteobacteria	1.0	41	34	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	10.0	1.0	#beec8e	#ff0000
Alphaproteobacteria	41	Alphaproteobacteria	Coriobacteriia	1.0	34	41	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
Coriobacteriia	42	Coriobacteriia	Bacilli	4.0	41	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	10.0	1.0	#beec8e	#ff0000
Bacilli	43	Bacilli	Coriobacteriia	4.0	61	41	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	2.0	1.0	#425ffa	#ff0000
Coriobacteriia	44	Coriobacteriia	Bacteroidia	2.0	41	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	10.0	1.0	#beec8e	#ff0000
Bacteroidia	45	Bacteroidia	Coriobacteriia	2.0	60	41	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	4.0	0.0	#01b3ec	#8000ff
Coriobacteriia	46	Coriobacteriia	Betaproteobacteria	1.0	41	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	10.0	1.0	#beec8e	#ff0000
Betaproteobacteria	47	Betaproteobacteria	Coriobacteriia	1.0	56	41	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Coriobacteriia	48	Coriobacteriia	Chlamydiia	1.0	41	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	10.0	1.0	#beec8e	#ff0000
Chlamydiia	49	Chlamydiia	Coriobacteriia	1.0	8	41	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	11.0	0.0	#ded579	#8000ff
Coriobacteriia	50	Coriobacteriia	Clostridia	6.0	41	58	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	10.0	1.0	#beec8e	#ff0000
Clostridia	51	Clostridia	Coriobacteriia	6.0	58	41	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	1.0	#622ffe	#ff0000
Cytophagia	52	Cytophagia	Actinobacteria	4.0	9	61	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	6.0	0.0	#3febd5	#8000ff
Actinobacteria	53	Actinobacteria	Cytophagia	4.0	61	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	15.0	0.0	#ff3219	#8000ff
Cytophagia	54	Cytophagia	Alphaproteobacteria	2.0	9	34	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#3febd5	#8000ff
Alphaproteobacteria	55	Alphaproteobacteria	Cytophagia	2.0	34	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	0.0	#8000ff	#8000ff
Cytophagia	56	Cytophagia	Bacilli	2.0	9	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	6.0	0.0	#3febd5	#8000ff
Bacilli	57	Bacilli	Cytophagia	2.0	61	9	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	2.0	1.0	#425ffa	#ff0000
Cytophagia	58	Cytophagia	Bacteroidia	3.0	9	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	6.0	0.0	#3febd5	#8000ff
Bacteroidia	59	Bacteroidia	Cytophagia	3.0	60	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	4.0	0.0	#01b3ec	#8000ff
Cytophagia	60	Cytophagia	Betaproteobacteria	3.0	9	56	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	6.0	0.0	#3febd5	#8000ff
Betaproteobacteria	61	Betaproteobacteria	Cytophagia	3.0	56	9	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Cytophagia	62	Cytophagia	Clostridia	3.0	9	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	6.0	0.0	#3febd5	#8000ff
Clostridia	63	Clostridia	Cytophagia	3.0	58	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#622ffe	#ff0000
Cytophagia	64	Cytophagia	Coriobacteriia	1.0	9	41	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	6.0	0.0	#3febd5	#8000ff
Coriobacteriia	65	Coriobacteriia	Cytophagia	1.0	41	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	10.0	1.0	#beec8e	#ff0000
Deltaproteobacteria	66	Deltaproteobacteria	Alphaproteobacteria	1.0	13	34	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#622ffe	#ff0000
Alphaproteobacteria	67	Alphaproteobacteria	Deltaproteobacteria	1.0	34	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Deltaproteobacteria	68	Deltaproteobacteria	Bacteroidia	3.0	13	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#622ffe	#ff0000
Bacteroidia	69	Bacteroidia	Deltaproteobacteria	3.0	60	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#01b3ec	#8000ff
Deltaproteobacteria	70	Deltaproteobacteria	Chlamydiia	1.0	13	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	1.0	1.0	#622ffe	#ff0000
Chlamydiia	71	Chlamydiia	Deltaproteobacteria	1.0	8	13	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	11.0	0.0	#ded579	#8000ff
Deltaproteobacteria	72	Deltaproteobacteria	Clostridia	2.0	13	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#622ffe	#ff0000
Clostridia	73	Clostridia	Deltaproteobacteria	2.0	58	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#622ffe	#ff0000
Deltaproteobacteria	74	Deltaproteobacteria	Cytophagia	1.0	13	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#622ffe	#ff0000
Cytophagia	75	Cytophagia	Deltaproteobacteria	1.0	9	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	6.0	0.0	#3febd5	#8000ff
Epsilonproteobacteria	76	Epsilonproteobacteria	Actinobacteria	13.0	37	61	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	3.0	0.0	#218cf4	#8000ff
Actinobacteria	77	Actinobacteria	Epsilonproteobacteria	13.0	61	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	15.0	0.0	#ff3219	#8000ff
Epsilonproteobacteria	78	Epsilonproteobacteria	Alphaproteobacteria	3.0	37	34	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	3.0	0.0	#218cf4	#8000ff
Alphaproteobacteria	79	Alphaproteobacteria	Epsilonproteobacteria	3.0	34	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	0.0	0.0	#8000ff	#8000ff
Epsilonproteobacteria	80	Epsilonproteobacteria	Bacilli	6.0	37	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	3.0	0.0	#218cf4	#8000ff
Bacilli	81	Bacilli	Epsilonproteobacteria	6.0	61	37	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	2.0	1.0	#425ffa	#ff0000
Epsilonproteobacteria	82	Epsilonproteobacteria	Bacteroidia	10.0	37	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	3.0	0.0	#218cf4	#8000ff
Bacteroidia	83	Bacteroidia	Epsilonproteobacteria	10.0	60	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	4.0	0.0	#01b3ec	#8000ff
Epsilonproteobacteria	84	Epsilonproteobacteria	Betaproteobacteria	8.0	37	56	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	3.0	0.0	#218cf4	#8000ff
Betaproteobacteria	85	Betaproteobacteria	Epsilonproteobacteria	8.0	56	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Epsilonproteobacteria	86	Epsilonproteobacteria	Chlamydiia	1.0	37	8	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	3.0	0.0	#218cf4	#8000ff
Chlamydiia	87	Chlamydiia	Epsilonproteobacteria	1.0	8	37	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	11.0	0.0	#ded579	#8000ff
Epsilonproteobacteria	88	Epsilonproteobacteria	Clostridia	1.0	37	58	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	3.0	0.0	#218cf4	#8000ff
Clostridia	89	Clostridia	Epsilonproteobacteria	1.0	58	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	1.0	#622ffe	#ff0000
Epsilonproteobacteria	90	Epsilonproteobacteria	Coriobacteriia	1.0	37	41	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	3.0	0.0	#218cf4	#8000ff
Coriobacteriia	91	Coriobacteriia	Epsilonproteobacteria	1.0	41	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	10.0	1.0	#beec8e	#ff0000
Epsilonproteobacteria	92	Epsilonproteobacteria	Cytophagia	2.0	37	9	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	3.0	0.0	#218cf4	#8000ff
Cytophagia	93	Cytophagia	Epsilonproteobacteria	2.0	9	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	6.0	0.0	#3febd5	#8000ff
Erysipelotrichia	94	Erysipelotrichia	Actinobacteria	4.0	41	61	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	16.0	1.0	#ff0000	#ff0000
Actinobacteria	95	Actinobacteria	Erysipelotrichia	4.0	61	41	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	15.0	0.0	#ff3219	#8000ff
Erysipelotrichia	96	Erysipelotrichia	Alphaproteobacteria	1.0	41	34	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	16.0	1.0	#ff0000	#ff0000
Alphaproteobacteria	97	Alphaproteobacteria	Erysipelotrichia	1.0	34	41	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	0.0	0.0	#8000ff	#8000ff
Erysipelotrichia	98	Erysipelotrichia	Bacilli	6.0	41	61	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	16.0	1.0	#ff0000	#ff0000
Bacilli	99	Bacilli	Erysipelotrichia	6.0	61	41	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	2.0	1.0	#425ffa	#ff0000
Erysipelotrichia	100	Erysipelotrichia	Bacteroidia	5.0	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	16.0	1.0	#ff0000	#ff0000
Bacteroidia	101	Bacteroidia	Erysipelotrichia	5.0	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	4.0	0.0	#01b3ec	#8000ff
Erysipelotrichia	102	Erysipelotrichia	Clostridia	6.0	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	16.0	1.0	#ff0000	#ff0000
Clostridia	103	Clostridia	Erysipelotrichia	6.0	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	1.0	#622ffe	#ff0000
Erysipelotrichia	104	Erysipelotrichia	Coriobacteriia	5.0	41	41	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	16.0	1.0	#ff0000	#ff0000
Coriobacteriia	105	Coriobacteriia	Erysipelotrichia	5.0	41	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	10.0	1.0	#beec8e	#ff0000
Erysipelotrichia	106	Erysipelotrichia	Deltaproteobacteria	1.0	41	13	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	16.0	1.0	#ff0000	#ff0000
Deltaproteobacteria	107	Deltaproteobacteria	Erysipelotrichia	1.0	13	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	1.0	#622ffe	#ff0000
Erysipelotrichia	108	Erysipelotrichia	Epsilonproteobacteria	2.0	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	16.0	1.0	#ff0000	#ff0000
Epsilonproteobacteria	109	Epsilonproteobacteria	Erysipelotrichia	2.0	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	3.0	0.0	#218cf4	#8000ff
Flavobacteriia	110	Flavobacteriia	Actinobacteria	6.0	35	61	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	7.0	0.0	#5efac6	#8000ff
Actinobacteria	111	Actinobacteria	Flavobacteriia	6.0	61	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	15.0	0.0	#ff3219	#8000ff
Flavobacteriia	112	Flavobacteriia	Alphaproteobacteria	1.0	35	34	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	0.0	#5efac6	#8000ff
Alphaproteobacteria	113	Alphaproteobacteria	Flavobacteriia	1.0	34	35	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Flavobacteriia	114	Flavobacteriia	Bacilli	3.0	35	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	7.0	0.0	#5efac6	#8000ff
Bacilli	115	Bacilli	Flavobacteriia	3.0	61	35	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	2.0	1.0	#425ffa	#ff0000
Flavobacteriia	116	Flavobacteriia	Bacteroidia	4.0	35	60	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	0.0	#5efac6	#8000ff
Bacteroidia	117	Bacteroidia	Flavobacteriia	4.0	60	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	4.0	0.0	#01b3ec	#8000ff
Flavobacteriia	118	Flavobacteriia	Betaproteobacteria	3.0	35	56	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	7.0	0.0	#5efac6	#8000ff
Betaproteobacteria	119	Betaproteobacteria	Flavobacteriia	3.0	56	35	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Flavobacteriia	120	Flavobacteriia	Chlamydiia	1.0	35	8	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	7.0	0.0	#5efac6	#8000ff
Chlamydiia	121	Chlamydiia	Flavobacteriia	1.0	8	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	11.0	0.0	#ded579	#8000ff
Flavobacteriia	122	Flavobacteriia	Clostridia	1.0	35	58	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7.0	0.0	#5efac6	#8000ff
Clostridia	123	Clostridia	Flavobacteriia	1.0	58	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	1.0	#622ffe	#ff0000
Flavobacteriia	124	Flavobacteriia	Coriobacteriia	1.0	35	41	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	7.0	0.0	#5efac6	#8000ff
Coriobacteriia	125	Coriobacteriia	Flavobacteriia	1.0	41	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	10.0	1.0	#beec8e	#ff0000
Flavobacteriia	126	Flavobacteriia	Cytophagia	3.0	35	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	0.0	#5efac6	#8000ff
Cytophagia	127	Cytophagia	Flavobacteriia	3.0	9	35	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	6.0	0.0	#3febd5	#8000ff
Flavobacteriia	128	Flavobacteriia	Epsilonproteobacteria	7.0	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	7.0	0.0	#5efac6	#8000ff
Epsilonproteobacteria	129	Epsilonproteobacteria	Flavobacteriia	7.0	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	3.0	0.0	#218cf4	#8000ff
Fusobacteriia	130	Fusobacteriia	Actinobacteria	7.0	33	61	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	8.0	0.0	#7effb5	#8000ff
Actinobacteria	131	Actinobacteria	Fusobacteriia	7.0	61	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	15.0	0.0	#ff3219	#8000ff
Fusobacteriia	132	Fusobacteriia	Alphaproteobacteria	3.0	33	34	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	8.0	0.0	#7effb5	#8000ff
Alphaproteobacteria	133	Alphaproteobacteria	Fusobacteriia	3.0	34	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
Fusobacteriia	134	Fusobacteriia	Bacilli	6.0	33	61	Tongue_dorsum	Mid_vagina	Intertype	#ff0000	#18cde4	#cccccc	8.0	0.0	#7effb5	#8000ff
Bacilli	135	Bacilli	Fusobacteriia	6.0	61	33	Mid_vagina	Tongue_dorsum	Intertype	#18cde4	#ff0000	#cccccc	2.0	1.0	#425ffa	#ff0000
Fusobacteriia	136	Fusobacteriia	Bacteroidia	7.0	33	60	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	8.0	0.0	#7effb5	#8000ff
Bacteroidia	137	Bacteroidia	Fusobacteriia	7.0	60	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	4.0	0.0	#01b3ec	#8000ff
Fusobacteriia	138	Fusobacteriia	Betaproteobacteria	7.0	33	56	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8.0	0.0	#7effb5	#8000ff
Betaproteobacteria	139	Betaproteobacteria	Fusobacteriia	7.0	56	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	5.0	0.0	#1fd3e1	#8000ff
Fusobacteriia	140	Fusobacteriia	Clostridia	3.0	33	58	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	8.0	0.0	#7effb5	#8000ff
Clostridia	141	Clostridia	Fusobacteriia	3.0	58	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	1.0	1.0	#622ffe	#ff0000
Fusobacteriia	142	Fusobacteriia	Coriobacteriia	3.0	33	41	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	8.0	0.0	#7effb5	#8000ff
Coriobacteriia	143	Coriobacteriia	Fusobacteriia	3.0	41	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	10.0	1.0	#beec8e	#ff0000
Fusobacteriia	144	Fusobacteriia	Cytophagia	1.0	33	9	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	8.0	0.0	#7effb5	#8000ff
Cytophagia	145	Cytophagia	Fusobacteriia	1.0	9	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	6.0	0.0	#3febd5	#8000ff
Fusobacteriia	146	Fusobacteriia	Epsilonproteobacteria	11.0	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	8.0	0.0	#7effb5	#8000ff
Epsilonproteobacteria	147	Epsilonproteobacteria	Fusobacteriia	11.0	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	3.0	0.0	#218cf4	#8000ff
Fusobacteriia	148	Fusobacteriia	Erysipelotrichia	2.0	33	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8.0	0.0	#7effb5	#8000ff
