source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces	10	Actinomyces	Actinobacillus	3.0	39	10	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinobacillus	11	Actinobacillus	Actinomyces	3.0	10	39	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	0.0	#b2f396	#8000ff
Actinomyces	12	Actinomyces	Actinobaculum	6.0	39	25	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	0.0	#4df3ce	#8000ff
Actinobaculum	13	Actinobaculum	Actinomyces	6.0	25	39	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	0.0	#4df3ce	#8000ff
Adlercreutzia	14	Adlercreutzia	Acetivibrio	2.0	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	15	Acetivibrio	Adlercreutzia	2.0	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Afipia	16	Afipia	Actinobaculum	1.0	4	25	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	5.0	2.0	#ff0000	#d4dd80
Actinobaculum	17	Actinobaculum	Afipia	1.0	25	4	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	18	Aggregatibacter	Abiotrophia	7.0	31	29	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	2.0	0.0	#4df3ce	#8000ff
Abiotrophia	19	Abiotrophia	Aggregatibacter	7.0	29	31	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	20	Aggregatibacter	Acidovorax	1.0	31	11	Mixed	Anterior_nares	Intertype	#cccccc	#8000ff	#cccccc	2.0	0.0	#4df3ce	#8000ff
Acidovorax	21	Acidovorax	Aggregatibacter	1.0	11	31	Anterior_nares	Mixed	Intertype	#8000ff	#cccccc	#cccccc	2.0	2.0	#4df3ce	#d4dd80
Aggregatibacter	22	Aggregatibacter	Actinobacillus	2.0	31	10	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinobacillus	23	Actinobacillus	Aggregatibacter	2.0	10	31	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	3.0	0.0	#b2f396	#8000ff
Aggregatibacter	24	Aggregatibacter	Actinobaculum	4.0	31	25	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinobaculum	25	Actinobaculum	Aggregatibacter	4.0	25	31	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	26	Aggregatibacter	Actinomyces	3.0	31	39	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinomyces	27	Actinomyces	Aggregatibacter	3.0	39	31	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	28	Aggregatibacter	Afipia	1.0	31	4	Mixed	Throat	Intertype	#cccccc	#ff5029	#cccccc	2.0	0.0	#4df3ce	#8000ff
Afipia	29	Afipia	Aggregatibacter	1.0	4	31	Throat	Mixed	Intertype	#ff5029	#cccccc	#cccccc	5.0	2.0	#ff0000	#d4dd80
Akkermansia	30	Akkermansia	Acetivibrio	7.0	21	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	31	Acetivibrio	Akkermansia	7.0	13	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Akkermansia	32	Akkermansia	Adlercreutzia	2.0	21	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	33	Adlercreutzia	Akkermansia	2.0	6	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	34	Alistipes	Acetivibrio	1.0	29	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	35	Acetivibrio	Alistipes	1.0	13	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	36	Alistipes	Acholeplasma	2.0	29	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acholeplasma	37	Acholeplasma	Alistipes	2.0	3	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#4df3ce	#2adddd
Alistipes	38	Alistipes	Acidaminococcus	2.0	29	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acidaminococcus	39	Acidaminococcus	Alistipes	2.0	2	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#4df3ce	#2adddd
Alistipes	40	Alistipes	Adlercreutzia	1.0	29	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	41	Adlercreutzia	Alistipes	1.0	6	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	42	Alistipes	Akkermansia	2.0	29	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Akkermansia	43	Akkermansia	Alistipes	2.0	21	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Aliterella	44	Aliterella	Acinetobacter	1.0	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Acinetobacter	45	Acinetobacter	Aliterella	1.0	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Alloprevotella	46	Alloprevotella	Abiotrophia	2.0	32	29	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	0.0	#b2f396	#8000ff
Abiotrophia	47	Abiotrophia	Alloprevotella	2.0	29	32	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Alloprevotella	48	Alloprevotella	Actinobacillus	4.0	32	10	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	0.0	#b2f396	#8000ff
Actinobacillus	49	Actinobacillus	Alloprevotella	4.0	10	32	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	0.0	#b2f396	#8000ff
Alloprevotella	50	Alloprevotella	Actinomyces	3.0	32	39	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	0.0	#b2f396	#8000ff
Actinomyces	51	Actinomyces	Alloprevotella	3.0	39	32	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Alloprevotella	52	Alloprevotella	Aggregatibacter	3.0	32	31	Attached	Mixed	Intertype	#4e4dfc	#cccccc	#cccccc	3.0	0.0	#b2f396	#8000ff
Aggregatibacter	53	Aggregatibacter	Alloprevotella	3.0	31	32	Mixed	Attached	Intertype	#cccccc	#4e4dfc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Alysiella	54	Alysiella	Alloprevotella	2.0	2	32	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	0.0	#b2f396	#8000ff
Alloprevotella	55	Alloprevotella	Alysiella	2.0	32	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	0.0	#b2f396	#8000ff
Anaerococcus	56	Anaerococcus	Acidovorax	1.0	12	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#ff964f	#d4dd80
Acidovorax	57	Acidovorax	Anaerococcus	1.0	11	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	2.0	#4df3ce	#d4dd80
Anaerofustis	58	Anaerofustis	Adlercreutzia	1.0	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#4df3ce	#2adddd
Adlercreutzia	59	Adlercreutzia	Anaerofustis	1.0	6	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaeroglobus	60	Anaeroglobus	Abiotrophia	3.0	9	29	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	2.0	0.0	#4df3ce	#8000ff
Abiotrophia	61	Abiotrophia	Anaeroglobus	3.0	29	9	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Anaeroglobus	62	Anaeroglobus	Actinobaculum	3.0	9	25	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinobaculum	63	Actinobaculum	Anaeroglobus	3.0	25	9	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Anaeroglobus	64	Anaeroglobus	Actinomyces	2.0	9	39	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	2.0	0.0	#4df3ce	#8000ff
Actinomyces	65	Actinomyces	Anaeroglobus	2.0	39	9	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Anaeroglobus	66	Anaeroglobus	Aggregatibacter	5.0	9	31	Saliva	Mixed	Intertype	#7effb5	#cccccc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	67	Aggregatibacter	Anaeroglobus	5.0	31	9	Mixed	Saliva	Intertype	#cccccc	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Anaeroglobus	68	Anaeroglobus	Alloprevotella	3.0	9	32	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Alloprevotella	69	Alloprevotella	Anaeroglobus	3.0	32	9	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	3.0	0.0	#b2f396	#8000ff
Anaerostipes	70	Anaerostipes	Acetivibrio	5.0	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	71	Acetivibrio	Anaerostipes	5.0	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerostipes	72	Anaerostipes	Adlercreutzia	4.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	73	Adlercreutzia	Anaerostipes	4.0	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerostipes	74	Anaerostipes	Akkermansia	4.0	10	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Akkermansia	75	Akkermansia	Anaerostipes	4.0	21	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerotruncus	76	Anaerotruncus	Acetivibrio	1.0	13	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	77	Acetivibrio	Anaerotruncus	1.0	13	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerotruncus	78	Anaerotruncus	Adlercreutzia	1.0	13	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	79	Adlercreutzia	Anaerotruncus	1.0	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerotruncus	80	Anaerotruncus	Alistipes	2.0	13	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	81	Alistipes	Anaerotruncus	2.0	29	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerotruncus	82	Anaerotruncus	Anaerofustis	1.0	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerofustis	83	Anaerofustis	Anaerotruncus	1.0	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#4df3ce	#2adddd
Arcanobacterium	84	Arcanobacterium	Abiotrophia	1.0	2	29	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	4.0	2.0	#ff964f	#d4dd80
Abiotrophia	85	Abiotrophia	Arcanobacterium	1.0	29	2	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	2.0	0.0	#4df3ce	#8000ff
Arcanobacterium	86	Arcanobacterium	Aggregatibacter	1.0	2	31	Anterior_nares	Mixed	Intertype	#8000ff	#cccccc	#cccccc	4.0	2.0	#ff964f	#d4dd80
Aggregatibacter	87	Aggregatibacter	Arcanobacterium	1.0	31	2	Mixed	Anterior_nares	Intertype	#cccccc	#8000ff	#cccccc	2.0	0.0	#4df3ce	#8000ff
Arthrobacter	88	Arthrobacter	Acinetobacter	1.0	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Acinetobacter	89	Acinetobacter	Arthrobacter	1.0	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Arthrobacter	90	Arthrobacter	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Aliterella	91	Aliterella	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Atopobacter	92	Atopobacter	Amphibacillus	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#ff964f	#d4dd80
Amphibacillus	93	Amphibacillus	Atopobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#ff964f	#d4dd80
Atopobium	94	Atopobium	Abiotrophia	1.0	24	29	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	2.0	0.0	#4df3ce	#8000ff
Abiotrophia	95	Abiotrophia	Atopobium	1.0	29	24	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Atopobium	96	Atopobium	Aggregatibacter	1.0	24	31	Saliva	Mixed	Intertype	#7effb5	#cccccc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Aggregatibacter	97	Aggregatibacter	Atopobium	1.0	31	24	Mixed	Saliva	Intertype	#cccccc	#7effb5	#cccccc	2.0	0.0	#4df3ce	#8000ff
Atopobium	98	Atopobium	Alloprevotella	2.0	24	32	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	2.0	0.0	#4df3ce	#8000ff
Alloprevotella	99	Alloprevotella	Atopobium	2.0	32	24	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	3.0	0.0	#b2f396	#8000ff
Atopobium	100	Atopobium	Anaerococcus	2.0	24	12	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	2.0	0.0	#4df3ce	#8000ff
Anaerococcus	101	Anaerococcus	Atopobium	2.0	12	24	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	4.0	2.0	#ff964f	#d4dd80
Atopobium	102	Atopobium	Anaeroglobus	2.0	24	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	2.0	0.0	#4df3ce	#8000ff
Anaeroglobus	103	Anaeroglobus	Atopobium	2.0	9	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	2.0	0.0	#4df3ce	#8000ff
Aureimonas	104	Aureimonas	Arcanobacterium	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#ff964f	#d4dd80
Arcanobacterium	105	Arcanobacterium	Aureimonas	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#ff964f	#d4dd80
Avibacterium	106	Avibacterium	Actinobacillus	2.0	3	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	3.0	#b2f396	#ff0000
Actinobacillus	107	Actinobacillus	Avibacterium	2.0	10	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#b2f396	#8000ff
Avibacterium	108	Avibacterium	Alloprevotella	2.0	3	32	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	3.0	#b2f396	#ff0000
Alloprevotella	109	Alloprevotella	Avibacterium	2.0	32	3	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	0.0	#b2f396	#8000ff
Azohydromonas	110	Azohydromonas	Acinetobacter	1.0	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Acinetobacter	111	Acinetobacter	Azohydromonas	1.0	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Azohydromonas	112	Azohydromonas	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Aliterella	113	Aliterella	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Azohydromonas	114	Azohydromonas	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Arthrobacter	115	Arthrobacter	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Bacillus	116	Bacillus	Acidovorax	1.0	17	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Acidovorax	117	Acidovorax	Bacillus	1.0	11	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	2.0	#4df3ce	#d4dd80
Bacillus	118	Bacillus	Acinetobacter	1.0	17	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Acinetobacter	119	Acinetobacter	Bacillus	1.0	23	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Bacillus	120	Bacillus	Aggregatibacter	2.0	17	31	Anterior_nares	Mixed	Intertype	#8000ff	#cccccc	#cccccc	0.0	2.0	#8000ff	#d4dd80
Aggregatibacter	121	Aggregatibacter	Bacillus	2.0	31	17	Mixed	Anterior_nares	Intertype	#cccccc	#8000ff	#cccccc	2.0	0.0	#4df3ce	#8000ff
Bacillus	122	Bacillus	Aliterella	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Aliterella	123	Aliterella	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Bacillus	124	Bacillus	Arthrobacter	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Arthrobacter	125	Arthrobacter	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Bacillus	126	Bacillus	Azohydromonas	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Azohydromonas	127	Azohydromonas	Bacillus	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#d4dd80
Bacteroides	128	Bacteroides	Acetivibrio	2.0	47	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	129	Acetivibrio	Bacteroides	2.0	13	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	130	Bacteroides	Adlercreutzia	1.0	47	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	131	Adlercreutzia	Bacteroides	1.0	6	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	132	Bacteroides	Akkermansia	2.0	47	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Akkermansia	133	Akkermansia	Bacteroides	2.0	21	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	134	Bacteroides	Alistipes	7.0	47	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	135	Alistipes	Bacteroides	7.0	29	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	136	Bacteroides	Anaerostipes	1.0	47	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerostipes	137	Anaerostipes	Bacteroides	1.0	10	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	138	Bacteroides	Anaerotruncus	5.0	47	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Anaerotruncus	139	Anaerotruncus	Bacteroides	5.0	13	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Barnesiella	140	Barnesiella	Acetivibrio	1.0	15	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Acetivibrio	141	Acetivibrio	Barnesiella	1.0	13	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Barnesiella	142	Barnesiella	Acinetobacter	1.0	15	23	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#1996f3	#2adddd
Acinetobacter	143	Acinetobacter	Barnesiella	1.0	23	15	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	0.0	2.0	#8000ff	#d4dd80
Barnesiella	144	Barnesiella	Adlercreutzia	1.0	15	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Adlercreutzia	145	Adlercreutzia	Barnesiella	1.0	6	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Barnesiella	146	Barnesiella	Akkermansia	1.0	15	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Akkermansia	147	Akkermansia	Barnesiella	1.0	21	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Barnesiella	148	Barnesiella	Alistipes	2.0	15	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Alistipes	149	Alistipes	Barnesiella	2.0	29	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Barnesiella	150	Barnesiella	Bacteroides	3.0	15	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Bacteroides	151	Bacteroides	Barnesiella	3.0	47	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#1996f3	#2adddd
Basfia	152	Basfia	Actinobacillus	2.0	2	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	3.0	#b2f396	#ff0000
Actinobacillus	153	Actinobacillus	Basfia	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	0.0	#b2f396	#8000ff
