source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Acidovorax	17	Acidovorax	Aliterella	0.47366491114299997	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Aliterella	18	Aliterella	Acinetobacter	0.996168686298	1	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Acinetobacter	19	Acinetobacter	Aliterella	0.996168686298	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Alysiella	20	Alysiella	Actinobacillus	0.030222273496	29	10	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	4.0	4.0	#ff0000	#ff964f
Actinobacillus	21	Actinobacillus	Alysiella	0.030222273496	10	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	4.0	3.0	#ff0000	#b2f396
Anaerofustis	22	Anaerofustis	Acetivibrio	0.264728287546	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	23	Acetivibrio	Anaerofustis	0.264728287546	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	24	Anaerofustis	Adlercreutzia	0.7147092005940001	2	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	25	Adlercreutzia	Anaerofustis	0.7147092005940001	6	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	26	Anaerostipes	Acetivibrio	0.586294379114	12	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	27	Acetivibrio	Anaerostipes	0.586294379114	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	28	Anaerostipes	Acholeplasma	0.0692857237945	12	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acholeplasma	29	Acholeplasma	Anaerostipes	0.0692857237945	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	30	Anaerostipes	Acidaminococcus	0.111275496712	12	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acidaminococcus	31	Acidaminococcus	Anaerostipes	0.111275496712	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	32	Anaerostipes	Adlercreutzia	0.765057296823	12	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	33	Adlercreutzia	Anaerostipes	0.765057296823	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	34	Anaerostipes	Anaerofustis	0.194111488281	12	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	35	Anaerofustis	Anaerostipes	0.194111488281	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	36	Anaerotruncus	Acetivibrio	0.880590415103	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	37	Acetivibrio	Anaerotruncus	0.880590415103	13	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	38	Anaerotruncus	Acholeplasma	0.308836139562	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acholeplasma	39	Acholeplasma	Anaerotruncus	0.308836139562	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	40	Anaerotruncus	Acidaminococcus	0.16713128989700002	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acidaminococcus	41	Acidaminococcus	Anaerotruncus	0.16713128989700002	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	42	Anaerotruncus	Adlercreutzia	0.5444238526699999	1	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	43	Adlercreutzia	Anaerotruncus	0.5444238526699999	6	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	44	Anaerotruncus	Anaerofustis	0.465904489637	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	45	Anaerofustis	Anaerotruncus	0.465904489637	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	46	Anaerotruncus	Anaerostipes	0.34725878155400003	1	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	47	Anaerostipes	Anaerotruncus	0.34725878155400003	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Arcanobacterium	48	Arcanobacterium	Afipia	0.142115193109	9	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Afipia	49	Afipia	Arcanobacterium	0.142115193109	4	2	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	61	2.0	4.0	#7effb5	#ff964f
Arcanobacterium	50	Arcanobacterium	Anaerococcus	0.131000967206	9	32	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Anaerococcus	51	Anaerococcus	Arcanobacterium	0.131000967206	12	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#7effb5	#ff964f
Arcanobacterium	52	Arcanobacterium	Anaeroglobus	0.195918228247	9	1	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Anaeroglobus	53	Anaeroglobus	Arcanobacterium	0.195918228247	9	2	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	61	2.0	0.0	#7effb5	#8000ff
Arthrobacter	54	Arthrobacter	Acidovorax	0.47366491114299997	10	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Acidovorax	55	Acidovorax	Arthrobacter	0.47366491114299997	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Arthrobacter	56	Arthrobacter	Acinetobacter	0.996168686298	10	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Acinetobacter	57	Acinetobacter	Arthrobacter	0.996168686298	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Arthrobacter	58	Arthrobacter	Aliterella	1.0	10	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Aliterella	59	Aliterella	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Atopobacter	60	Atopobacter	Amphibacillus	1.0	13	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#7effb5	#ff964f
Amphibacillus	61	Amphibacillus	Atopobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#7effb5	#ff964f
Aureimonas	62	Aureimonas	Afipia	0.152068546018	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Afipia	63	Afipia	Aureimonas	0.152068546018	4	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	61	2.0	4.0	#7effb5	#ff964f
Aureimonas	64	Aureimonas	Anaerococcus	0.144441943968	1	32	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Anaerococcus	65	Anaerococcus	Aureimonas	0.144441943968	12	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#7effb5	#ff964f
Aureimonas	66	Aureimonas	Arcanobacterium	0.969911300836	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Arcanobacterium	67	Arcanobacterium	Aureimonas	0.969911300836	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Avibacterium	68	Avibacterium	Actinobacillus	0.82678604747	1	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Actinobacillus	69	Actinobacillus	Avibacterium	0.82678604747	10	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Azohydromonas	70	Azohydromonas	Acidovorax	0.47366491114299997	24	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Acidovorax	71	Acidovorax	Azohydromonas	0.47366491114299997	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Azohydromonas	72	Azohydromonas	Acinetobacter	0.996168686298	24	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Acinetobacter	73	Acinetobacter	Azohydromonas	0.996168686298	23	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Azohydromonas	74	Azohydromonas	Aliterella	1.0	24	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Aliterella	75	Aliterella	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Azohydromonas	76	Azohydromonas	Arthrobacter	1.0	24	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Arthrobacter	77	Arthrobacter	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Bacillus	78	Bacillus	Aliterella	0.651081778689	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Aliterella	79	Aliterella	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Bacillus	80	Bacillus	Arcanobacterium	0.388225360613	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Arcanobacterium	81	Arcanobacterium	Bacillus	0.388225360613	2	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Bacillus	82	Bacillus	Arthrobacter	0.651081778689	1	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Arthrobacter	83	Arthrobacter	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Bacillus	84	Bacillus	Aureimonas	0.40774993652099994	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Aureimonas	85	Aureimonas	Bacillus	0.40774993652099994	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Bacillus	86	Bacillus	Azohydromonas	0.651081778689	1	24	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	4.0	#8000ff	#ff964f
Azohydromonas	87	Azohydromonas	Bacillus	0.651081778689	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	2.0	#8000ff	#4df3ce
Basfia	88	Basfia	Actinobacillus	0.988872788788	1	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Actinobacillus	89	Actinobacillus	Basfia	0.988872788788	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Basfia	90	Basfia	Avibacterium	0.809547547485	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Avibacterium	91	Avibacterium	Basfia	0.809547547485	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Bergeyella	92	Bergeyella	Anaeroglobus	0.14624618259400002	17	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61	2.0	0.0	#7effb5	#8000ff
Anaeroglobus	93	Anaeroglobus	Bergeyella	0.14624618259400002	9	3	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61	2.0	0.0	#7effb5	#8000ff
Bibersteinia	94	Bibersteinia	Actinobacillus	0.936541083794	47	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Actinobacillus	95	Actinobacillus	Bibersteinia	0.936541083794	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Bibersteinia	96	Bibersteinia	Avibacterium	0.766705835271	47	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Avibacterium	97	Avibacterium	Bibersteinia	0.766705835271	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Bibersteinia	98	Bibersteinia	Basfia	0.9470794367209999	47	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Basfia	99	Basfia	Bibersteinia	0.9470794367209999	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	4.0	3.0	#ff0000	#b2f396
Bifidobacterium	100	Bifidobacterium	Acetivibrio	0.5221411732410001	15	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	101	Acetivibrio	Bifidobacterium	0.5221411732410001	13	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bifidobacterium	102	Bifidobacterium	Acholeplasma	0.339015738118	15	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acholeplasma	103	Acholeplasma	Bifidobacterium	0.339015738118	3	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bifidobacterium	104	Bifidobacterium	Acidaminococcus	0.428361202332	15	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acidaminococcus	105	Acidaminococcus	Bifidobacterium	0.428361202332	2	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bifidobacterium	106	Bifidobacterium	Adlercreutzia	0.693872944737	15	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	107	Adlercreutzia	Bifidobacterium	0.693872944737	6	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bifidobacterium	108	Bifidobacterium	Anaerofustis	0.145838592899	15	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	109	Anaerofustis	Bifidobacterium	0.145838592899	1	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bifidobacterium	110	Bifidobacterium	Anaerostipes	0.814476194488	15	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	111	Anaerostipes	Bifidobacterium	0.814476194488	10	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	112	Bilophila	Acetivibrio	0.503156350617	2	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	113	Acetivibrio	Bilophila	0.503156350617	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	114	Bilophila	Acholeplasma	0.599123109121	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acholeplasma	115	Acholeplasma	Bilophila	0.599123109121	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	116	Bilophila	Acidaminococcus	0.75645109557	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acidaminococcus	117	Acidaminococcus	Bilophila	0.75645109557	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	118	Bilophila	Adlercreutzia	0.198065457407	2	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	119	Adlercreutzia	Bilophila	0.198065457407	6	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	120	Bilophila	Anaerofustis	0.013817547666499999	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	121	Anaerofustis	Bilophila	0.013817547666499999	1	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	122	Bilophila	Anaerostipes	0.13711001773700002	2	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	123	Anaerostipes	Bilophila	0.13711001773700002	10	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bilophila	124	Bilophila	Anaerotruncus	0.541665240445	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	125	Anaerotruncus	Bilophila	0.541665240445	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	126	Blautia	Acetivibrio	0.689662740155	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acetivibrio	127	Acetivibrio	Blautia	0.689662740155	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	128	Blautia	Acholeplasma	0.144897720927	3	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acholeplasma	129	Acholeplasma	Blautia	0.144897720927	3	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	130	Blautia	Acidaminococcus	0.143371408931	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Acidaminococcus	131	Acidaminococcus	Blautia	0.143371408931	2	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	132	Blautia	Adlercreutzia	0.919622919483	3	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Adlercreutzia	133	Adlercreutzia	Blautia	0.919622919483	6	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	134	Blautia	Anaerofustis	0.736025144544	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerofustis	135	Anaerofustis	Blautia	0.736025144544	1	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	136	Blautia	Anaerostipes	0.684108596066	3	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerostipes	137	Anaerostipes	Blautia	0.684108596066	10	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Blautia	138	Blautia	Anaerotruncus	0.7033102748379999	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Anaerotruncus	139	Anaerotruncus	Blautia	0.7033102748379999	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	1.0	1.0	#01b3ec	#1996f3
Bosea	140	Bosea	Afipia	0.240413129896	2	5	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Afipia	141	Afipia	Bosea	0.240413129896	4	1	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	61	2.0	4.0	#7effb5	#ff964f
Bosea	142	Bosea	Anaerococcus	0.0369912295528	2	32	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Anaerococcus	143	Anaerococcus	Bosea	0.0369912295528	12	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	61	2.0	4.0	#7effb5	#ff964f
Bradyrhizobium	144	Bradyrhizobium	Afipia	0.9471698009139999	22	5	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	2.0	0.0	#7effb5	#8000ff
Afipia	145	Afipia	Bradyrhizobium	0.9471698009139999	4	1	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	2.0	4.0	#7effb5	#ff964f
