	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
32	[Eubacterium] cellulosolvens	[Clostridium] citroniae	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
33	[Clostridium] citroniae	[Eubacterium] cellulosolvens	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
34	[Eubacterium] cellulosolvens	[Clostridium] saccharogumia	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
35	[Clostridium] saccharogumia	[Eubacterium] cellulosolvens	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
36	[Eubacterium] cellulosolvens	[Clostridium] scindens	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
37	[Clostridium] scindens	[Eubacterium] cellulosolvens	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
38	[Eubacterium] eligens	[Clostridium] bolteae	3.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
39	[Clostridium] bolteae	[Eubacterium] eligens	3.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
40	[Eubacterium] eligens	[Clostridium] spiroforme	4.0	16	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
41	[Clostridium] spiroforme	[Eubacterium] eligens	4.0	9	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
42	[Eubacterium] eligens	[Clostridium] symbiosum	4.0	16	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
43	[Clostridium] symbiosum	[Eubacterium] eligens	4.0	10	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
44	[Eubacterium] hallii	[Bacteroides] pectinophilus	3.0	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
45	[Bacteroides] pectinophilus	[Eubacterium] hallii	3.0	12	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
46	[Eubacterium] hallii	[Clostridium] spiroforme	4.0	12	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
47	[Clostridium] spiroforme	[Eubacterium] hallii	4.0	9	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
48	[Eubacterium] hallii	[Eubacterium] eligens	3.0	12	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
49	[Eubacterium] eligens	[Eubacterium] hallii	3.0	16	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
50	[Eubacterium] siraeum	[Clostridium] spiroforme	3.0	13	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
51	[Clostridium] spiroforme	[Eubacterium] siraeum	3.0	9	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
52	[Eubacterium] siraeum	[Eubacterium] eligens	3.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
53	[Eubacterium] eligens	[Eubacterium] siraeum	3.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
54	[Haemophilus] ducreyi	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
55	[Actinobacillus] muris	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
56	[Haemophilus] parasuis	[Actinobacillus] muris	2.0	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
57	[Actinobacillus] muris	[Haemophilus] parasuis	2.0	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
58	[Haemophilus] parasuis	[Haemophilus] ducreyi	2.0	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
59	[Haemophilus] ducreyi	[Haemophilus] parasuis	2.0	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
60	[Mannheimia] succiniciproducens	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
61	[Actinobacillus] muris	[Mannheimia] succiniciproducens	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
62	[Mannheimia] succiniciproducens	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
63	[Haemophilus] ducreyi	[Mannheimia] succiniciproducens	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
64	[Mannheimia] succiniciproducens	[Haemophilus] parasuis	2.0	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
65	[Haemophilus] parasuis	[Mannheimia] succiniciproducens	2.0	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
66	[Ruminococcus] gnavus	[Clostridium] bolteae	3.0	12	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
67	[Clostridium] bolteae	[Ruminococcus] gnavus	3.0	13	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
68	[Ruminococcus] torques	[Clostridium] aminophilum	1.0	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
69	[Clostridium] aminophilum	[Ruminococcus] torques	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
70	[Ruminococcus] torques	[Clostridium] innocuum	1.0	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
71	[Clostridium] innocuum	[Ruminococcus] torques	1.0	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
72	[Ruminococcus] torques	[Eubacterium] rectale	2.0	3	26	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
73	[Eubacterium] rectale	[Ruminococcus] torques	2.0	26	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
74	Abiotrophia defectiva	[Haemophilus] parasuis	3.0	27	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	3.0	#8000ff	#feb562
75	[Haemophilus] parasuis	Abiotrophia defectiva	3.0	6	27	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
76	Acetivibrio ethanolgignens	[Clostridium] glycyrrhizinilyticum	3.0	13	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
77	[Clostridium] glycyrrhizinilyticum	Acetivibrio ethanolgignens	3.0	4	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
78	Acetivibrio ethanolgignens	[Eubacterium] eligens	3.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
79	[Eubacterium] eligens	Acetivibrio ethanolgignens	3.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
80	Acetivibrio ethanolgignens	[Eubacterium] rectale	4.0	13	26	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
81	[Eubacterium] rectale	Acetivibrio ethanolgignens	4.0	26	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
82	Acidaminococcus intestini	[Clostridium] methylpentosum	2.0	2	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
83	[Clostridium] methylpentosum	Acidaminococcus intestini	2.0	5	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
84	Acidaminococcus sp. BV3L6	[Clostridium] methylpentosum	2.0	2	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
85	[Clostridium] methylpentosum	Acidaminococcus sp. BV3L6	2.0	5	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
86	Acidaminococcus sp. BV3L6	Acidaminococcus intestini	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
87	Acidaminococcus intestini	Acidaminococcus sp. BV3L6	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
88	Acidaminococcus sp. HPA0509	[Clostridium] methylpentosum	2.0	2	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
89	[Clostridium] methylpentosum	Acidaminococcus sp. HPA0509	2.0	5	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
90	Acidaminococcus sp. HPA0509	Acidaminococcus intestini	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
91	Acidaminococcus intestini	Acidaminococcus sp. HPA0509	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#01b3ec
92	Acidaminococcus sp. HPA0509	Acidaminococcus sp. BV3L6	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
93	Acidaminococcus sp. BV3L6	Acidaminococcus sp. HPA0509	2.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#01b3ec
94	Acinetobacter baumannii	[Clostridium] leptum	2.0	13	17	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	2.0	#ff0000	#7effb5
95	[Clostridium] leptum	Acinetobacter baumannii	2.0	17	13	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	2.0	#ff0000	#7effb5
96	Acinetobacter junii	[Clostridium] leptum	1.0	6	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
97	[Clostridium] leptum	Acinetobacter junii	1.0	17	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	2.0	#ff0000	#7effb5
98	Acinetobacter junii	Acinetobacter baumannii	1.0	6	13	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	0.0	2.0	#8000ff	#7effb5
99	Acinetobacter baumannii	Acinetobacter junii	1.0	13	6	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	2.0	#ff0000	#7effb5
100	Acinetobacter junii	Acinetobacter johnsonii	1.0	6	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
101	Acinetobacter johnsonii	Acinetobacter junii	1.0	3	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
102	Acinetobacter lwoffii	[Clostridium] leptum	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
103	[Clostridium] leptum	Acinetobacter lwoffii	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	2.0	#ff0000	#7effb5
104	Acinetobacter lwoffii	Acinetobacter baumannii	1.0	1	13	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	0.0	2.0	#8000ff	#7effb5
105	Acinetobacter baumannii	Acinetobacter lwoffii	1.0	13	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	2.0	#ff0000	#7effb5
106	Acinetobacter lwoffii	Acinetobacter johnsonii	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
107	Acinetobacter johnsonii	Acinetobacter lwoffii	1.0	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
108	Acinetobacter sp. MDS7A	[Clostridium] leptum	1.0	1	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
109	[Clostridium] leptum	Acinetobacter sp. MDS7A	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	2.0	#ff0000	#7effb5
110	Acinetobacter sp. MDS7A	Acinetobacter baumannii	1.0	1	13	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	0.0	2.0	#8000ff	#7effb5
111	Acinetobacter baumannii	Acinetobacter sp. MDS7A	1.0	13	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	2.0	#ff0000	#7effb5
112	Acinetobacter sp. MDS7A	Acinetobacter johnsonii	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
113	Acinetobacter johnsonii	Acinetobacter sp. MDS7A	1.0	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
114	Acinetobacter towneri	Acinetobacter johnsonii	1.0	2	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
115	Acinetobacter johnsonii	Acinetobacter towneri	1.0	3	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
116	Acinetobacter towneri	Acinetobacter junii	1.0	2	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
117	Acinetobacter junii	Acinetobacter towneri	1.0	6	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
118	Acinetobacter towneri	Acinetobacter lwoffii	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
119	Acinetobacter lwoffii	Acinetobacter towneri	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
120	Acinetobacter towneri	Acinetobacter sp. MDS7A	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
121	Acinetobacter sp. MDS7A	Acinetobacter towneri	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	2.0	#8000ff	#7effb5
122	Actinobacillus minor	[Actinobacillus] muris	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
123	[Actinobacillus] muris	Actinobacillus minor	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
124	Actinobacillus minor	[Eubacterium] sulci	2.0	5	14	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	0.0	0.0	#8000ff	#8000ff
125	[Eubacterium] sulci	Actinobacillus minor	2.0	14	5	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	0.0	3.0	#8000ff	#feb562
126	Actinobacillus minor	[Haemophilus] ducreyi	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
127	[Haemophilus] ducreyi	Actinobacillus minor	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
128	Actinobacillus minor	[Mannheimia] succiniciproducens	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
129	[Mannheimia] succiniciproducens	Actinobacillus minor	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
130	Actinobacillus pleuropneumoniae	[Haemophilus] parasuis	2.0	3	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
131	[Haemophilus] parasuis	Actinobacillus pleuropneumoniae	2.0	6	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
132	Actinobacillus pleuropneumoniae	Actinobacillus minor	2.0	3	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
133	Actinobacillus minor	Actinobacillus pleuropneumoniae	2.0	5	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
134	Actinobacillus ureae	[Actinobacillus] muris	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
135	[Actinobacillus] muris	Actinobacillus ureae	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
136	Actinobacillus ureae	[Haemophilus] ducreyi	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
137	[Haemophilus] ducreyi	Actinobacillus ureae	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
138	Actinobacillus ureae	[Mannheimia] succiniciproducens	2.0	5	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
139	[Mannheimia] succiniciproducens	Actinobacillus ureae	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
140	Actinobacillus ureae	Actinobacillus pleuropneumoniae	2.0	5	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
141	Actinobacillus pleuropneumoniae	Actinobacillus ureae	2.0	3	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
142	Actinomyces georgiae	[Eubacterium] infirmum	3.0	9	14	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	3.0	#ff0000	#feb562
143	[Eubacterium] infirmum	Actinomyces georgiae	3.0	14	9	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	3.0	#ff0000	#feb562
144	Actinomyces graevenitzii	[Eubacterium] infirmum	3.0	19	14	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	1.0	3.0	#ff0000	#feb562
145	[Eubacterium] infirmum	Actinomyces graevenitzii	3.0	14	19	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	1.0	3.0	#ff0000	#feb562
146	Actinomyces johnsonii	Actinobaculum sp. oral taxon 183	4.0	19	22	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	0.0	3.0	#8000ff	#feb562
147	Actinobaculum sp. oral taxon 183	Actinomyces johnsonii	4.0	22	19	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	0.0	3.0	#8000ff	#feb562
